ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;900144157;8.006,58;5.627,38;2.379,20;577,87;1.093,18;-400,22;307,92;0;0;0;-;-;307,92;163,58;0;144,35;0;-
2019;900144157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018;900144157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;900144157;4.706,57;3.506,09;1.200,48;721,17;355,79;-52,09;71,44;0;0;0;0;0;71,44;52,24;0;19,2;0;-
2016;900144157;5.083,91;3.708,95;1.374,96;1.440,13;556,27;2.905,58;2.284,14;0;0;0;-;-;2.284,14;31,35;0;2.252,80;0;-
2015;900144157;9.570,85;5.975,12;3.595,73;1.996,31;849,79;-;749,62;23,17;362,74;188,7;174,04;-;410,05;151,72;-;258,33;-;-
2014;900144157;9.856,20;6.041,40;3.814,80;2.083,01;811,05;-;920,74;24,55;322,12;-;-;-;623,17;230,57;-;392,6;141,11;0
2013;900144157;9.351,99;5.761,66;3.590,33;1.871,32;815,92;-;903,09;75,42;381,96;-;-;-;596,55;214,76;-;381,79;127,74;0
2012;900144157;9.173,91;5.624,07;3.549,84;1.929,29;800,79;-;819,77;93,67;334,73;-;-;-;578,71;205,26;-;373,45;112,03;0
2011;900144157;8.373,13;5.167,01;3.206,12;1.753,50;828,73;-;623,89;4,55;278,41;-;-;-;350,04;172,7;-;177,34;90,14;0,02
2010;900144157;6.990,80;4.140,38;2.850,42;1.291,91;979,41;-;579,1;18,64;252,11;-;-;-;345,64;137,82;-;207,82;65,7;18,85
2009;900144157;6.188,01;3.703,10;2.484,92;1.064,32;893,28;-;527,32;33,51;225,85;-;-;-;334,98;137,85;-;197,13;53,91;20,68
2008;900144157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900144157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900144157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
