BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;financiero;811011779.00;16.89;35367.29;0.00;0.00;35384.19;190.30;140851.12;0.00;0.00;15536.18;125314.94;0.00;10385.95;0.00;0.00;0.00;37999.90;48385.84;0.00;0.00;0.00;0.00;0.00;27223.67;27223.67;0.00;0.00;0.00;0.00;236498.94;0.00;0.00;381387.36;381387.36;883804.02;0.00;21559.27;21559.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1286750.65;1523249.59;714060.75;26509.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;35436.74;35436.74;17590.16;0.00;541.70;0.00;0.00;22536.98;22536.98;0.00;816675.98;351114.34;0.00;1387.56;0.00;0.00;0.00;39424.67;0.00;0.00;391926.57;1208602.55;71267.95;50308.63;0.00;0.00;121576.58;0.00;152699.58;0.00;0.00;0.00;40370.88;0.00;0.00;314647.04;1523249.59
2019.00;financiero;811011779.00;0.00;25434.96;0.00;0.00;25434.96;4988.01;154025.52;0.00;0.00;0.00;154025.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28312.19;28312.19;0.00;0.00;0.00;0.00;212760.67;309733.83;0.00;6321.89;6321.89;861062.19;0.00;18329.48;18329.48;0.00;0.00;0.00;105044.32;0.00;105044.32;0.00;0.00;0.00;1300491.71;1513252.39;882044.29;61275.61;0.00;0.00;0.00;0.00;0.00;9356.86;211.34;0.00;19272.18;28840.39;13830.27;0.00;0.00;0.00;0.00;0.00;0.00;0.00;985990.55;244280.71;0.00;738.28;0.00;0.00;0.00;30655.54;0.00;0.00;275674.53;1261665.08;71267.95;50308.63;0.00;0.00;121576.58;0.00;64050.28;0.00;0.00;0.00;65960.44;0.00;0.00;251587.31;1513252.39
2018.00;financiero;811011779.00;0.00;16123.31;0.00;0.00;16123.31;3673.04;113903.39;0.00;0.00;0.00;113903.39;0.00;0.00;0.00;0.00;0.00;8915.33;8915.33;0.00;0.00;0.00;0.00;0.00;17001.26;17001.26;0.00;0.00;0.00;0.00;159616.33;105395.89;0.00;9304.05;9304.05;968215.92;0.00;0.00;0.00;0.00;44483.61;0.00;0.00;0.00;44483.61;0.00;0.00;0.00;1127399.47;1287015.80;860127.69;73273.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30113.41;0.00;30113.41;8627.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;972141.91;25547.82;0.00;0.00;0.00;0.00;0.00;22450.09;1319.89;0.00;49317.80;1021459.71;71267.95;50308.63;0.00;0.00;121576.58;0.00;72409.93;0.00;0.00;0.00;71569.58;0.00;0.00;265556.09;1287015.80
2017.00;financiero;811011779.00;13.00;9245.17;0.00;0.00;9258.17;0.00;89851.49;0.00;0.00;0.00;89851.49;0.00;150.57;0.00;0.00;0.00;6447.60;6598.17;0.00;0.00;0.00;0.00;0.00;17033.89;17033.89;0.00;0.00;0.00;0.00;122741.72;3665.46;0.00;119864.27;119864.27;946514.46;0.00;0.00;0.00;0.00;0.00;0.00;51014.16;0.00;51014.16;0.00;0.00;0.00;1121058.36;1243800.08;438342.08;51362.41;31345.06;0.00;0.00;0.00;0.00;6781.99;783.80;0.00;0.00;38910.85;6628.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;535243.93;405643.77;0.00;0.00;0.00;0.00;0.00;5465.99;3067.33;0.00;414177.10;949421.03;71267.95;50308.63;0.00;0.00;121576.58;0.00;81368.21;0.00;0.00;0.00;91434.26;0.00;0.00;294379.05;1243800.08
2016.00;financiero;811011779.00;0.00;4780.41;0.00;0.00;4780.41;15831.16;77555.81;0.00;0.00;0.00;77555.81;0.00;0.00;0.00;0.00;0.00;5698.81;5698.81;0.00;0.00;0.00;0.00;0.00;15541.43;15541.43;0.00;0.00;0.00;0.00;119407.62;966932.36;0.00;104021.84;104021.84;0.00;0.00;0.00;0.00;69135.62;0.00;0.00;6319.00;0.00;6319.00;0.00;0.00;0.00;1146408.82;1265816.43;323632.20;57933.72;0.00;0.00;0.00;0.00;0.00;4368.45;436.14;0.00;27724.39;32528.97;10076.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;424170.91;488480.06;0.00;0.00;0.00;0.00;0.00;88888.20;4579.07;0.00;581947.33;1006118.24;71267.95;50308.63;0.00;0.00;121576.58;0.00;81721.51;0.00;0.00;0.00;56400.10;0.00;0.00;259698.19;1265816.43
2015.00;financiero;811011779.00;0.00;4764.65;0.00;0.00;4764.65;245.93;0.00;49361.21;0.00;0.00;49361.21;0.00;0.00;32125.02;0.00;0.00;0.00;32125.02;0.00;0.00;0.00;0.00;0.00;11077.53;11077.53;0.00;0.00;0.00;0.00;97574.33;35007.45;0.00;0.00;104455.67;769653.15;0.00;0.00;0.00;93706.33;0.00;0.00;0.00;0.00;11695.74;0.00;0.00;0.00;1014518.34;1112092.67;430680.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;51509.86;0.00;51509.86;18537.28;0.00;1880.28;0.00;0.00;19656.25;19656.25;0.00;522264.29;206122.92;0.00;0.00;0.00;0.00;0.00;103635.22;5823.83;0.00;315581.96;837846.25;71267.95;0.00;0.00;0.00;71267.95;0.00;112462.81;0.00;50308.63;43144.56;2937.53;0.00;0.00;274246.42;1112092.67
2014.00;financiero;811011779.00;0.00;8187.68;0.00;0.00;8187.68;11261.00;32288.93;0.00;4530.15;4747.97;32071.11;0.00;3651.73;0.00;0.00;0.00;29077.95;32729.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3202.68;0.00;3202.68;87452.15;21055.18;0.00;0.00;0.00;709316.47;0.00;0.00;26009.07;12492.43;0.00;0.00;0.00;0.00;486.86;0.00;27139.53;27139.53;796499.54;883951.69;260003.65;79866.99;0.00;0.00;0.00;0.00;200.82;0.00;0.00;0.00;19534.73;19735.55;7064.18;1799.50;3332.13;14723.44;0.00;568.96;568.96;0.00;387094.40;243730.02;0.00;0.00;0.00;0.00;0.00;1858.33;0.00;16000.00;261588.35;648682.75;71267.95;0.00;0.00;0.00;71267.95;54754.93;38192.39;0.00;0.00;43914.13;0.00;27139.53;0.00;235268.93;883951.68
2013.00;financiero;811011779.00;3.95;152.96;6309.56;19.61;6486.08;29346.77;25343.80;0.00;5712.69;5205.75;25850.74;0.00;10623.39;9386.24;76.42;0.00;13815.53;33901.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2589.63;5936.96;0.00;8526.59;104111.76;0.00;0.00;0.00;0.00;526973.14;0.00;0.00;10634.79;0.00;0.00;0.00;0.00;0.00;486.86;1.55;30521.34;30522.89;568617.68;672729.44;0.00;17402.93;3651.93;1039.75;0.00;119.83;45.96;0.00;0.00;301.55;0.00;5159.03;8681.29;1398.25;5250.92;13909.06;0.63;225.96;226.59;0.00;52028.07;407349.64;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16000.00;423349.64;475377.71;71267.95;0.00;0.00;0.00;71267.95;51618.63;22441.74;0.00;0.00;21500.50;0.00;30522.89;0.00;197351.73;672729.44
2012.00;financiero;811011779.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2011.00;financiero;811011779.00;10.79;2841.46;50.88;20.81;2923.93;8752.77;20227.35;0.00;6612.76;5906.64;20933.47;0.00;2277.88;14674.53;132.37;0.00;10477.92;27562.69;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1980.62;0.00;0.00;1980.62;62153.49;19228.90;0.00;0.00;0.00;433269.87;0.00;0.00;0.00;8293.75;0.00;0.00;0.00;0.00;486.86;43.11;21659.53;21702.64;482982.01;545135.50;12000.00;4661.67;4213.48;1022.39;0.00;224.55;29.34;53.52;0.00;176.67;0.00;5719.95;8888.92;1054.18;6435.49;11207.37;2.81;1043.93;1046.74;84000.00;135014.31;174602.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46000.00;220602.91;355617.21;71267.95;0.00;0.00;0.00;71267.95;50137.56;13488.79;0.00;0.00;32921.35;0.00;21702.64;0.00;189518.29;545135.50
