BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;891856718;50,95;11.266,29;0;-;11.317,25;2.108,60;8.692,20;-;-;0;8.692,20;0;0;3.567,96;-;0;24.704,80;28.272,76;-;-;-;-;-;10.009,88;10.009,88;-;-;-;-;60.400,68;10.768,17;0;1.492,47;1.492,47;5.208,29;0;258,99;258,99;1.152,37;0;0;0;0;0;-;-;-;18.880,29;79.280,97;4.010,41;4.429,72;-;-;-;-;-;-;0;-;1.331,66;1.331,66;0;-;1.794,00;-;-;15,07;15,07;-;11.580,85;8.731,42;0;0;0;-;-;757,5;2.217,88;-;11.706,80;23.287,66;6.000,00;0;0;-;6.000,00;0;2.178,22;0;-;-;47.815,10;-;0;55.993,32;79.280,97
2019;891856718;-;3.889,18;-;-;3.889,18;0;77.530,30;-;-;-;77.530,30;-;0;7.969,12;-;0;0;7.969,12;-;-;-;-;-;9.991,28;9.991,28;-;-;-;-;99.379,87;10.130,26;0;1.502,49;1.502,49;6.244,24;0;393,5;393,5;1.152,37;0;0;0;0;0;-;-;-;19.422,86;118.802,73;8.007,45;27.876,17;-;-;-;-;-;3.064,25;0;-;10,03;3.074,27;0;-;-;-;-;-;-;-;38.957,90;15.041,67;0;0;0;-;-;757,5;335,32;-;16.134,48;55.092,38;6.000,00;0;0;-;6.000,00;0;2.178,22;0;-;-;55.532,14;-;0;63.710,35;118.802,73
2018;891856718;-;5.990,05;-;-;5.990,05;0;44.182,22;-;-;-;44.182,22;-;0;3.992,07;-;0;0;3.992,07;-;-;-;-;-;4.597,81;4.597,81;-;-;-;-;58.762,16;9.874,52;0;2.536,59;2.536,59;5.336,78;0;166,73;166,73;140,9;0;0;0;0;0;-;-;-;18.055,52;76.817,67;0;8.409,95;-;-;-;-;-;2.411,16;0;3,9;0;2.415,06;0;-;-;-;-;-;-;-;10.825,00;0;560,47;335,32;0;-;-;757,5;0;-;1.653,29;12.478,29;6.000,00;0;0;-;6.000,00;0;2.178,22;0;-;-;56.161,16;-;0;64.339,38;76.817,67
2017;891856718;141,43;13.540,18;-;-;13.681,61;195,11;36.722,89;-;-;-;36.722,89;0;0;7.785,37;-;0;0;7.785,37;-;-;-;-;-;2.009,27;2.009,27;-;-;-;-;60.394,26;9.278,05;0;3.797,54;3.797,54;5.541,41;0;214,6;214,6;251,15;0;0;3.060,55;0;3.060,55;-;-;-;22.143,31;82.537,57;0;9.600,51;2,54;-;-;-;-;2.890,06;0;-;0;2.892,60;4.369,44;-;-;-;-;-;-;-;16.862,54;0;3.329,48;-;0;0;335,32;646,87;0;-;4.311,66;21.174,20;6.000,00;0;0;-;6.000,00;0;2.178,22;0;-;-;53.185,15;-;0;61.363,36;82.537,57
2016;891856718;-;13.622,55;-;-;13.622,55;0;43.708,30;-;-;-;43.708,30;-;0;7.996,90;-;0;0;7.996,90;-;-;-;-;-;508,68;508,68;-;-;-;-;65.836,42;6.699,59;0;0;0;7.104,53;0;327,01;327,01;0;0;0;3.692,99;0;3.692,99;-;-;-;17.824,12;83.660,53;46,04;11.959,29;-;-;-;-;-;0;0;-;0,08;0,08;3.769,70;-;-;-;-;-;-;-;15.775,12;0;6.765,20;0;0;-;-;2.462,51;382,47;-;9.610,18;25.385,30;6.000,00;0;0;-;6.000,00;0;2.178,22;0;-;-;50.097,02;-;0;58.275,24;83.660,53
2015;891856718;-;8.519,43;-;-;8.519,43;0;51.476,20;-;-;-;51.476,20;0;0;6.779,34;-;0;0;6.779,34;-;-;-;-;-;601,28;601,28;-;-;-;-;67.376,25;1.943,43;0;0;0;12.952,91;0;90,9;90,9;178,38;0;0;0;0;0;-;-;-;15.165,62;82.541,87;390,57;17.906,09;-;-;-;-;-;903,17;0;-;0;903,17;3.007,76;-;-;-;-;0;0;-;22.207,59;4,49;0;524,64;0;-;-;772,5;0;-;1.301,62;23.509,21;2.000,00;0;0;-;2.000,00;0;2.178,22;0;-;-13.157,60;68.012,04;-;0;59.032,65;82.541,87
2014;891856718;66,23;2.499,23;16.665,20;0;19.230,65;2.805,20;29.991,34;0;0;3.159,82;26.831,52;0;1.606,29;6.780,19;185,45;-;9.381,30;17.953,23;943,65;0;0;0;0;0;943,65;7,54;0;0;7,54;67.771,79;0;-;-;0;9.639,12;-;-;393,05;0;-;-;-;-;0;0;2.279,17;2.279,17;12.311,33;80.083,13;1.985,96;6.989,45;1.711,71;0;4.630,00;0;0;519,35;-;0;4.271,95;11.133,01;5.768,58;3.787,66;446,1;0;54,87;0;54,87;0;30.165,64;0;0;4.000,00;0;0;0;0;0;0;4.000,00;34.165,64;2.000,00;-;-;0;2.000,00;0;2.178,22;211,46;0;8.684,82;30.563,82;2.279,17;-;45.917,48;80.083,13
2013;891856718;131,58;3.000,21;16.646,77;0;19.778,56;4.032,04;30.256,31;0;0;0;30.256,31;0;1.314,34;6.981,49;53,25;-;5.529,99;13.879,07;1.173,96;0;0;0;0;0;1.173,96;14;0;0;14;69.133,93;0;-;-;0;10.695,29;-;-;208,66;0;-;-;-;-;0;-569,99;0;-569,99;10.333,96;79.467,89;648,02;6.981,72;17.594,95;6.264,89;0;0;284,28;2.270,76;-;0;0;26.414,88;0;0;3.929,98;0;0;260,63;260,63;0;38.235,23;0;0;4.000,00;0;0;0;0;0;0;4.000,00;42.235,23;2.000,00;-;-;0;2.000,00;0;2.178,22;211,46;0;15.210,12;15.353,71;2.279,16;-;37.232,66;79.467,89
2012;891856718;25,09;893,28;3.908,95;0;4.827,31;1.033,27;39.053,00;0;0;1.506,71;37.546,29;0;855,12;6.475,91;113,51;-;6.507,33;13.951,87;4.684,71;0;0;0;0;0;4.684,71;0;0;0;0;62.043,46;0;-;-;0;4.268,57;-;-;235,38;649,62;-;-;-;-;0;0;500;500;5.653,56;67.697,02;16.568,08;7.853,81;3.209,93;0;1.189,50;0;0;849,94;-;534,79;11.281,45;17.065,61;0;1.481,25;0;0;0;0;0;0;42.968,75;0;0;0;0;0;0;0;0;0;0;42.968,75;2.000,00;-;-;0;2.000,00;0;805,02;574,34;0;13.731,98;7.116,93;500;-;24.728,28;67.697,02
2011;891856718;25,09;654,55;9.552,31;0;10.231,95;53,83;29.549,75;0;0;1.506,71;28.043,04;3.533,31;528,68;5.223,82;77,8;-;1.143,00;10.506,60;2.681,72;0;0;0;0;466,01;3.147,73;0;0;0;0;51.983,15;0;-;-;0;1.713,79;-;-;347,5;376,57;-;-;-;-;0;0;500;500;2.937,86;54.921,01;5.842,71;7.826,15;2.165,58;0;5.345,62;0;29,51;630,32;-;427,41;5.179,63;13.778,07;5.863,05;2.172,76;1.131,02;0;1.438,12;11,65;1.449,77;0;38.063,51;0;0;0;0;0;0;0;1.500,00;0;1.500,00;39.563,51;2.000,00;-;-;0;2.000,00;0;305,59;755,79;0;9.988,68;1.807,44;500;-;15.357,50;54.921,01
