BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800124979;54,78;74,06;0;-;128,84;0;55,56;-;-;0;55,56;0;0;58,61;-;0;0;58,61;-;-;-;-;-;169,59;169,59;-;-;-;-;412,59;0;0;0;0;446,17;0;0;0;0;0;0;0;0;0;-;-;-;446,17;858,76;374,36;501,34;0;-;-;-;-;-;0;-;-;0;31,67;195,43;0;-;-;199,06;199,06;-;1.301,86;0;0;0;0;0;-;0;0;-;0;1.301,86;10;0;0;-;10;0;55;115,01;-;-;-623,11;-;0;-443,1;858,76
2019;800124979;-;918,59;-;-;918,59;0;39,91;-;-;-;39,91;-;0;323,27;-;0;0;323,27;-;-;-;-;-;245,54;245,54;-;-;-;-;1.527,32;0;0;0;0;587,29;0;0;0;12,72;0;0;0;0;0;-;-;-;600,01;2.127,33;0;998,77;-;-;-;-;-;0;0;-;129,31;129,31;329,96;-;-;-;-;-;-;-;1.458,03;0;0;0;0;-;-;0;0;-;0;1.458,03;10;0;0;-;10;0;55;0;-;-;604,29;-;0;669,29;2.127,33
2018;800124979;-;1.523,30;-;-;1.523,30;0;37,51;-;-;-;37,51;-;0;178,47;-;0;16,28;194,75;-;-;-;-;-;253,34;253,34;-;-;-;-;2.008,89;0;0;0;0;383,59;0;0;0;12,72;0;0;0;0;0;-;-;-;396,31;2.405,20;0;869,18;-;-;-;-;-;0;0;-;70,03;70,03;462,17;-;-;-;-;-;-;-;1.401,37;0;0;0;0;-;-;0;0;-;0;1.401,37;10;0;0;-;10;0;55;0;-;-;938,83;-;0;1.003,83;2.405,20
2017;800124979;82,2;1.080,38;-;-;1.162,58;0;57,92;-;-;-;57,92;0;0;167,37;-;0;19,77;187,14;-;-;-;-;-;320,59;320,59;-;-;-;-;1.728,24;0;0;0;0;421,04;0;0;0;0;0;0;0;0;0;-;-;-;421,04;2.149,27;0;732,37;61,83;-;-;-;-;0;0;-;0;61,83;420,08;-;-;-;-;-;-;-;1.214,28;0;0;-;0;0;0;39,2;0;-;39,2;1.253,48;10;0;0;-;10;0;55;0;-;-;830,79;-;0;895,79;2.149,27
2016;800124979;-;538,33;-;-;538,33;0;64,15;-;-;-;64,15;-;0;154,59;-;0;19,74;174,32;-;-;-;-;-;274,84;274,84;-;-;-;-;1.051,65;0;0;0;0;524,77;0;0;0;32,45;0;0;0;0;0;-;-;-;557,22;1.608,87;0;328,23;-;-;-;-;-;0;0;-;73,82;73,82;394,15;-;-;-;-;-;-;-;796,2;0;0;0;0;-;-;0;0;-;0;796,2;10;0;0;-;10;0;55;0;-;-;747,67;-;0;812,67;1.608,87
2015;800124979;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;800124979;32,45;622,99;0;0;655,44;310,25;35,93;31,3;0;0;67,22;0;19,33;221,76;2,96;-;3,11;247,16;258,33;0;0;20,62;0;4,05;283;0;0;0;0;1.563,07;0;-;-;0;357,23;-;-;0;0;-;-;-;-;7,46;0;0;0;364,69;1.927,76;0;172,12;10,54;0;0;0;0;14,44;-;16,62;161,35;202,94;2,87;113,77;371,05;0;13,24;56,84;70,08;0;932,83;0;0;0;0;0;0;0;0;0;0;932,83;10;-;-;0;10;0;55;147,4;0;748,12;34,4;0;-;994,93;1.927,76
2013;800124979;15,54;830,56;0;0;846,1;20,27;53,89;31,17;0;0;85,07;0;1,08;196,98;7,84;-;14,32;220,22;212,47;0;0;13,45;0;4,64;230,55;9,03;0;0;9,03;1.411,23;0;-;-;0;302,39;-;-;0;0;-;-;-;-;7,46;0;0;0;309,84;1.721,08;0;214,28;21,55;0;0,01;0;0;18,85;-;14,53;138,94;193,88;4,26;105,64;294,5;0;23,53;38,2;61,72;0;874,27;0;0;0;0;0;0;0;0;0;0;874,27;10;-;-;0;10;0;55;147,4;0;569,08;65,33;0;-;846,8;1.721,08
2012;800124979;18,61;840,65;0;0;859,26;19,44;22,96;5,01;0;0;27,98;0;15,36;118,74;6,2;-;6,79;147,09;223,61;0;0;0;0;0;223,61;7,79;14,62;0;22,4;1.299,77;0;-;-;0;202,56;-;-;0;0;-;-;-;-;7,46;0;0;0;210,02;1.509,79;0;264,58;19,69;0;0;0;0;24,68;-;18,33;164,3;227;179,58;124,93;0;0;8,78;27,19;35,97;0;832,06;0;0;0;0;0;0;0;0;0;0;832,06;10;-;-;0;10;0;55;147,4;0;366,85;98,48;0;-;677,73;1.509,79
2011;800124979;44,6;501,74;0;0;546,33;179,81;43,99;68,2;0;0;112,18;0;3,95;114,67;4,2;-;1,55;124,37;202,16;0;0;9,85;0;4,9;216,91;10,54;16,25;0;26,79;1.206,39;0;-;-;0;142,43;-;-;0;0;-;-;-;-;7,46;0;0;0;149,89;1.356,28;0;217,84;15,01;2,59;0;1,16;0,34;19,66;-;14,8;0;53,55;318,23;109,28;10;0;8,19;27,99;36,17;0;745,07;0;0;0;0;0;0;0;0;0;0;745,07;10;-;-;0;10;0;55;147,41;0;300,32;98,48;0;-;611,21;1.356,28
