BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800079603;56,85;2.907,01;0;-;2.963,85;0;25.085,38;-;-;0;25.085,38;0;0;1.900,19;-;0;5.093,29;6.993,48;-;-;-;-;-;3.826,07;3.826,07;-;-;-;-;38.868,78;0;0;0;0;8.002,82;0;487,57;487,57;458,69;0;0;7.295,79;8.252,13;15.547,92;-;-;-;24.497,00;63.365,77;10.552,88;13.178,91;0;-;-;-;-;-;0;-;-;0;1.181,23;1.244,80;178,45;-;-;0;0;-;26.336,27;12.025,69;0;0;0;0;-;1.431,46;0;-;13.457,15;39.793,42;965;4.045,63;0;-;5.010,63;9.285,76;334,01;0;-;-;8.941,96;-;0;23.572,35;63.365,77
2019;800079603;-;1.614,65;-;-;1.614,65;0;22.847,77;-;-;-;22.847,77;-;0;2.014,29;-;0;0;2.014,29;-;-;-;-;-;3.233,48;3.233,48;-;-;-;-;29.710,18;5.543,55;0;0;0;8.100,42;0;489,24;489,24;413,12;0;0;8.744,24;0;8.744,24;-;-;-;23.290,57;53.000,75;6.082,69;13.366,11;-;-;-;-;-;936,07;236,23;-;0;1.172,30;1.696,50;-;-;-;-;-;-;-;22.317,61;10.179,69;0;0;0;-;-;1.250,17;0;-;11.429,86;33.747,46;965;4.045,63;0;-;5.010,63;9.285,76;334,01;0;-;-;4.622,89;-;0;19.253,28;53.000,75
2018;800079603;-;1.011,91;-;-;1.011,91;0;19.979,06;-;-;-;19.979,06;-;0;2.363,37;-;0;0;2.363,37;-;-;-;-;-;2.450,92;2.450,92;-;-;-;-;25.805,26;4.483,15;0;0;0;7.992,62;0;486,04;486,04;481,59;0;0;9.114,09;0;9.114,09;-;-;-;22.557,49;48.362,75;4.804,43;12.214,20;-;-;-;-;-;1.172,93;623,71;-;0;1.796,64;1.427,92;-;-;-;-;-;-;-;20.243,20;9.985,66;0;0;0;-;-;1.198,79;0;-;11.184,44;31.427,64;965;4.045,63;0;-;5.010,63;9.285,76;334,01;0;-;-;2.304,72;-;0;16.935,11;48.362,75
2017;800079603;397,62;441,48;-;-;839,1;0;12.222,23;-;-;-;12.222,23;0;0;1.819,89;-;0;0;1.819,89;-;-;-;-;-;3.046,05;3.046,05;-;-;-;-;17.927,27;0;0;0;0;7.501,99;0;486,04;486,04;575,42;0;0;10.067,70;0;10.067,70;-;-;-;18.631,14;36.558,41;3.902,78;6.588,20;0;-;-;-;-;1.196,08;26,01;-;0;1.222,09;1.377,55;-;-;-;-;-;-;-;13.090,62;9.142,68;0;-;1.182,76;0;0;0;0;-;10.325,44;23.416,06;815;4.045,63;0;-;4.860,63;7.580,39;334,01;0;-;-;367,33;-;0;13.142,36;36.558,41
2016;800079603;-;1.241,58;-;-;1.241,58;0;10.524,24;-;-;-;10.524,24;-;0;2.150,83;-;0;0;2.150,83;-;-;-;-;-;2.164,94;2.164,94;-;-;-;-;16.081,59;1.770,01;0;0;0;7.646,55;0;232,78;232,78;603,06;0;0;8.370,39;0;8.370,39;-;-;-;18.622,78;34.704,37;3.184,26;6.008,24;-;-;-;-;-;1.174,92;189,32;-;0;1.364,23;1.278,75;-;-;-;-;-;-;-;11.835,48;8.842,68;0;0;0;-;-;1.113,49;0;-;9.956,17;21.791,65;815;4.045,63;0;-;4.860,63;7.580,39;334,01;0;-;-;137,69;-;0;12.912,72;34.704,37
2015;800079603;141,87;267,86;0;3,26;412,98;262,48;8.449,52;1.063,08;0;5,1;9.507,51;0;1.076,73;2.276,96;319,43;-;399,92;4.073,04;1.604,54;0;0;0;0;0;1.604,54;632,89;0;0;632,89;16.493,44;633,11;-;-;0;2.584,43;-;-;4.742,13;25,57;-;-;-;-;0;0;5.416,39;5.416,39;13.401,64;29.895,08;3.124,92;3.529,45;897,04;51,41;0;1,32;0,57;83,56;-;127,62;0;1.161,52;795,01;932,48;245,79;9,73;14,13;164,55;178,69;0;9.977,58;8.726,58;0;0;0;0;0;0;0;0;8.726,58;18.704,16;650;-;-;0;650;4.067,59;334,01;286,08;0;436,84;0;5.416,40;-;11.190,91;29.895,08
2014;800079603;28,23;445,72;0;23,61;497,56;242,56;8.523,93;679,29;0;8,28;9.194,94;0;2.137,69;1.453,83;259,69;-;240,7;4.091,90;1.119,97;0;0;0;0;0;1.119,97;691,38;0;0;691,38;15.838,31;300,58;-;-;0;2.016,87;-;-;2.645,20;91,41;-;-;-;-;0;0;4.566,39;4.566,39;9.620,45;25.458,76;2.852,01;2.394,33;318,76;54,41;0;9,45;0,63;76,36;-;142,87;0;602,47;1.164,17;680,27;45,62;11,31;31,06;158,37;189,43;0;7.939,62;7.246,55;0;0;0;0;0;0;0;0;7.246,55;15.186,16;650;-;-;0;650;4.045,63;334,01;286,08;0;390,48;0;4.566,39;-;10.272,59;25.458,76
2013;800079603;29,34;687,86;0;15,32;732,51;304,14;8.050,07;133,31;0;16,48;8.166,89;0;542,26;1.412,96;231,77;-;478,15;2.665,14;758,23;0;0;0;0;0;758,23;353,51;0;0;353,51;12.980,42;0;-;-;0;2.051,05;-;-;3.066,87;51,44;-;-;-;-;0;0;3.133,48;3.133,48;8.302,83;21.283,26;2.011,07;2.168,98;358,22;40,31;0;25,78;2,96;72,54;-;112,56;0;612,38;1.451,25;646,82;52,49;0;345,07;0,04;345,11;0;7.288,09;6.289,17;0;0;0;0;0;0;0;0;6.289,17;13.577,26;610;-;-;0;610;2.785,63;334,01;286,08;0;556,8;0;3.133,48;-;7.706,00;21.283,26
2012;800079603;41,51;685,59;0;3,25;730,36;534,77;6.117,42;433,25;0;1,08;6.549,59;0;542,97;1.052,54;209,44;-;266,92;2.071,88;778,91;0;0;0;0;0;778,91;389,08;0;0;389,08;11.054,58;0;-;-;0;2.012,43;-;-;337,68;65,5;-;-;-;-;0;0;2.603,41;2.603,41;5.019,02;16.073,60;1.826,87;2.011,50;682,45;0;0;0;0;0;-;0;0;682,45;1.165,06;530,05;81,26;0;94,24;0,36;94,6;0;6.391,78;4.048,16;0;0;0;0;0;0;0;0;4.048,16;10.439,94;600;-;-;0;600;1.373,13;334,01;286,08;0;437,03;0;2.603,41;-;5.633,66;16.073,60
2011;800079603;18,61;64,4;0;1,25;84,27;584,29;5.963,03;174,1;0;2,02;6.135,12;0;93,82;804,11;147,79;-;365,95;1.411,66;520,11;0;0;0;0;0;520,11;225,78;0;0;225,78;8.961,22;0;-;-;0;1.592,74;-;-;0;48,46;-;-;-;-;0;0;2.603,41;2.603,41;4.244,60;13.205,82;1.653,35;1.674,76;322,73;27,98;0;16,74;0;104,74;-;64,85;0;537,04;957,53;418,74;69,1;0;24,59;0,36;24,95;0;5.335,47;2.869,82;0;0;0;0;0;0;0;0;2.869,82;8.205,29;400;-;-;0;400;1.021,33;334,01;286,08;0;355,7;0;2.603,41;-;5.000,53;13.205,82
2010;800079603;20,56;19,6;0;1,25;41,41;204,17;4.318,02;106,43;0;18,24;4.406,22;0;84,78;783,64;80,71;-;187,59;1.136,72;445,75;0;0;0;0;0;445,75;122,63;0;0;122,63;6.356,90;0;-;-;0;1.660,33;-;-;0;46,43;-;-;-;-;0;0;1.293,51;1.293,51;3.000,27;9.357,17;1.000,46;1.366,09;317,14;32,32;0;0;0;16,21;-;9,1;0;374,76;801,74;329,62;50,4;0;17,33;0,36;17,69;0;3.940,76;2.280,00;0;49,67;0;0;0;0;0;0;2.329,67;6.270,43;300;-;-;0;300;460;334,01;304,01;0;395,21;0;1.293,51;-;3.086,74;9.357,17
2009;800079603;30,6;9,87;0;1,25;41,73;1,58;4.003,57;155,34;0;0;4.158,92;0;25,74;762,63;56,18;-;72,15;916,7;419,95;0;0;0;0;0;419,95;162,59;0;0;162,59;5.701,45;0;-;-;184,85;1.650,46;-;-;0;55,57;-;-;-;-;0;1.293,51;0;1.293,51;3.184,38;8.885,82;1.475,65;1.406,18;264,4;15,66;0;12,21;0;41,02;-;80,53;0,39;414,2;784,09;421,91;39,17;0,1;2,63;0,36;2,99;0;4.544,30;1.300,00;0;20;0;0;0;0;0;0;1.320,00;5.864,30;300;-;-;0;300;460;233,45;304,01;0;231,36;199,2;1.293,51;-;3.021,53;8.885,82
2008;800079603;64,85;0;0;0;64,85;0;2.592,68;212,51;0;11,44;2.793,75;0;0;0;0;-;65,68;65,68;254,79;0;0;0;0;0;254,79;57,68;48,74;0;106,42;3.285,50;1,58;-;-;916,21;1.624,12;-;-;0;0;-;-;-;-;0;0;360,73;360,73;2.902,64;6.188,14;1.854,17;986,91;254,65;16,17;0;11,04;2,49;82,34;-;36,65;8,24;411,58;339,03;306,7;33,55;27,65;0,36;0;0,36;0;3.959,95;333,74;0;31,29;0;0;0;0;0;0;365,03;4.324,98;300;-;-;0;300;460;233,44;304,01;0;187,31;17,66;360,73;-;1.863,16;6.188,14
2007;800079603;15,45;11,46;0,46;0;27,37;0;2.093,85;138,86;0;25,73;2.206,98;0;0;0;0;-;79,96;79,96;232,5;0;0;0;0;0;232,5;84,18;20,65;0;104,83;2.651,63;3,02;-;-;677,58;1.008,14;-;-;0;0;-;-;-;-;0;0;360,73;360,73;2.049,47;4.701,10;731,14;797,16;255,47;14,77;0;12,47;2,95;59,24;-;30,67;25,68;401,25;332,44;269,2;0;64,23;1,2;0;1,2;0;2.596,63;433,87;0;4,76;0;0;0;0;0;0;438,64;3.035,26;300;-;-;0;300;460;231,48;304,01;0;9,61;0;360,73;-;1.665,84;4.701,10
2006;800079603;33,5;39,28;0,46;0;73,24;3,89;1.781,54;97,01;0;28,88;1.849,67;0;314,94;42,56;17,46;-;8,22;383,19;246,4;0;0;0;0;0;246,4;62,32;26,54;0;88,86;2.645,25;0;-;-;0;676,4;-;-;0;0;-;-;-;-;0;0;360,73;360,73;1.037,13;3.682,38;369,85;552,06;138,01;9,94;0;6,93;1,36;69,36;-;27,18;14;266,78;258,79;218,3;21,86;42,59;2,33;0;2,33;0;1.732,56;433,87;0;135,83;0;0;0;0;0;0;569,7;2.302,26;0;-;-;260;260;0;110,94;304,01;0;344,43;0;360,73;-;1.380,11;3.682,38
