BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;900013167;181,93;780,83;0;-;962,76;4.661,26;3.737,48;-;-;84,03;3.653,45;0;34,46;201,07;-;0;3.750,18;3.985,72;-;-;-;-;-;2.065,46;2.065,46;-;-;-;-;15.328,65;590,13;0;0;0;16.827,97;0;714,44;714,44;214,77;0;0;0;0;0;-;-;-;18.347,31;33.675,96;2.106,77;4.675,54;1.978,43;-;-;-;-;-;0;-;-;1.978,43;1.472,06;1.558,51;0;-;-;0;0;-;11.791,32;4.796,93;1.950,29;0;0;0;-;301,38;0;-;7.048,61;18.839,92;600;194;0;-;794;0;300;0;-;-;13.742,04;-;0;14.836,04;33.675,96
2019;900013167;-;1.318,36;-;-;1.318,36;0;8.159,73;-;-;-;8.159,73;-;0;127,95;-;0;47,24;175,19;-;-;-;-;-;3.832,82;3.832,82;-;-;-;-;13.486,10;590,13;0;0;0;16.457,43;0;712,9;712,9;169,93;0;0;0;0;0;-;-;-;17.930,39;31.416,49;1.892,21;6.593,63;-;-;-;-;-;1.571,49;0;-;0;1.571,49;2.584,57;-;-;-;-;-;-;-;12.641,90;4.379,39;3.602,73;0;0;-;-;280,67;0;-;8.262,80;20.904,70;600;194;0;-;794;0;300;0;-;-;9.417,79;-;0;10.511,79;31.416,49
2018;900013167;-;359,41;-;-;359,41;0;4.353,69;-;-;-;4.353,69;-;0;319,91;-;0;46,58;366,49;-;-;-;-;-;2.349,57;2.349,57;-;-;-;-;7.429,16;590,13;0;0;0;14.751,94;0;798,09;798,09;212,07;0;0;0;0;0;-;-;-;16.352,23;23.781,39;1.678,10;5.628,58;-;-;-;-;-;1.179,36;0;-;0;1.179,36;1.665,96;-;-;-;-;-;-;-;10.151,99;4.027,08;2.444,62;0;0;-;-;226,34;0;-;6.698,03;16.850,03;600;194;0;-;794;0;275,73;0;-;-;5.861,63;-;0;6.931,36;23.781,39
2017;900013167;201,93;119,29;-;-;321,22;195,21;2.616,45;-;-;-;2.616,45;0;0;368,38;-;0;131,64;500,02;-;-;-;-;-;1.497,14;1.497,14;-;-;-;-;5.130,03;596,13;0;0;0;12.034,32;0;392,61;392,61;761,09;0;0;301,97;0;301,97;-;-;-;14.086,12;19.216,15;2.379,71;4.022,05;2.009,93;-;-;-;-;0;0;-;0;2.009,93;0;-;-;-;-;-;-;-;8.411,69;0;699,27;-;0;0;0;0;5.425,55;-;6.124,82;14.536,51;600;194;0;-;794;0;269,78;0;-;-;3.615,87;-;0;4.679,64;19.216,15
2016;900013167;-;423,44;-;-;423,44;0;1.872,32;-;-;-;1.872,32;-;0;204,98;-;0;0;204,98;-;-;-;-;-;2.021,95;2.021,95;-;-;-;-;4.522,69;596,13;0;0;0;10.407,18;0;385,17;385,17;392,45;0;0;0;0;0;-;-;-;11.780,93;16.303,62;979,72;3.668,99;-;-;-;-;-;825,83;0;-;9,78;835,61;1.112,18;-;-;-;-;-;-;-;6.596,50;5.342,03;0;0;0;-;-;383,52;0;-;5.725,55;12.322,06;600;194;0;-;794;0;174,1;0;-;-;3.013,47;-;0;3.981,56;16.303,62
2015;900013167;175,67;388,2;6,36;0;570,23;132,07;381,88;0;0;0;381,88;0;1.218,24;120,85;11,77;-;187,52;1.538,38;1.288,00;0;0;0;0;0;1.288,00;58,35;441,78;0;500,13;4.410,70;0;-;-;0;3.419,43;-;-;4.905,25;0;-;-;-;-;0;0;0;0;8.324,68;12.735,38;765,99;1.808,39;589,01;26,29;0;0,86;26,32;107,05;-;9,12;0;758,64;855,5;826,08;0;0;577,46;4,57;582,03;0;5.596,63;4.089,48;0;0;0;0;0;0;0;0;4.089,48;9.686,10;600;-;-;0;600;194;174,1;1,08;0;815,86;1.264,24;0;-;3.049,27;12.735,38
2014;900013167;143,73;1.338,76;0,12;0;1.482,61;570,04;186,35;0;0;0;186,35;0;41,13;63,23;8,15;-;237,79;350,31;1.082,96;0;0;0;0;0;1.082,96;96,85;684,14;0;780,99;4.453,25;0;-;-;0;3.500,19;-;-;5.486,49;0;-;-;-;-;0;0;0;0;8.986,68;13.439,93;1.904,15;2.203,72;386,91;33,26;0;0,89;19,05;86,69;-;0;0;526,79;610,57;527,31;0;0;300,93;3,69;304,62;0;6.077,16;4.936,84;0;192,52;0;0;0;0;0;0;5.129,36;11.206,51;600;-;-;0;600;194;108,36;1,08;0;657,4;672,58;0;-;2.233,41;13.439,93
2013;900013167;139,06;133,42;11,73;0;284,2;614,29;0;0;0;0;0;0;173,82;56,67;8,99;-;230,26;469,74;1.111,93;0;0;0;0;0;1.111,93;0;0;0;0;2.480,17;0;-;-;0;3.007,29;-;-;1.610,07;471,53;-;-;-;-;0;0;0;0;5.088,89;7.569,06;660,65;2.172,76;594,53;23,82;0;13,16;2,03;70,35;-;0;0;703,88;571,15;381,59;0;0;50,05;4,5;54,55;0;4.544,58;1.448,40;0;0;0;0;0;0;0;0;1.448,40;5.992,98;600;-;-;0;600;194;68,73;1,08;0;396,36;315,91;0;-;1.576,08;7.569,06
2012;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2009;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2008;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900013167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
