BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;900439301;941.85;9.947.96;0;0;10.889.81;0;651.65;0;0;0;651.65;0;906.93;2.529.03;0;0;77.68;3.513.65;0;0;0;0;0;8.107.92;8.107.92;0;0;0;0;23.163.02;0;0;0;0;82.105.86;0;5.676.66;5.676.66;0;0;0;0;7.353.39;7.353.39;0;0;0;95.135.92;118.298.94;24.270.38;8.724.56;11.934.75;0;0;0;0;0;0;0;0;11.934.75;2.002.84;0;1.255.22;0;0;42.65;42.65;0;48.230.41;45.229.17;0;0;0;0;0;0;0;0;45.229.17;93.459.58;41.306.22;10.996.42;0;0;52.302.64;0;1.097.95;0;0;0;28.561.22;0;0;24.839.36;118.298.94
2019;900439301;0;5.821.07;0;0;5.821.07;16.91;4.185.15;0;0;0;4.185.15;0;0;2.752.22;0;0;4.369.16;7.121.37;0;0;0;0;0;6.184.21;6.184.21;0;0;0;0;23.328.72;0;0;0;0;77.634.43;0;6.164.21;6.164.21;6.366.13;0;0;0;0;0;0;0;0;90.164.77;113.493.49;22.647.02;20.765.89;0;0;0;0;0;0;848.53;0;60.25;908.78;6.632.92;0;0;0;0;0;0;0;50.954.60;39.119.90;0;0;0;0;0;0;0;0;39.119.90;90.074.50;41.244.22;4.857.28;0;0;46.101.50;0;16.91;0;0;0;22.699.43;0;0;23.418.98;113.493.49
2018;900439301;0;8.268.49;0;0;8.268.49;0;594.85;0;0;0;594.85;0;0;2.550.15;0;0;2.461.98;5.012.13;0;0;0;0;0;5.984.91;5.984.91;0;0;0;0;19.860.37;0;0;0;0;57.908.38;0;5.025.55;5.025.55;5.381.50;0;0;0;0;0;0;0;0;68.315.42;88.175.80;14.581.15;16.509.23;0;0;0;0;0;0;491.99;0;28.08;520.07;5.387.17;0;0;0;0;0;0;0;36.997.61;22.018.34;0;0;0;0;0;0;0;0;22.018.34;59.015.95;41.244.22;4.857.28;0;0;46.101.50;0;0;0;0;0;16.941.65;0;0;29.159.85;88.175.80
2017;900439301;1.687.03;1.294.47;0;0;2.981.50;103.91;911.23;0;0;0;911.23;0;0;1.769.81;0;0;5.059.58;6.829.39;0;0;0;0;0;4.005.50;4.005.50;0;0;0;0;14.831.53;0;0;0;0;35.894.78;0;4.066.91;4.066.91;6.153.30;0;0;0;0;0;0;0;0;46.114.99;60.946.52;8.947.01;13.585.96;780.6;0;0;0;0;0;232.5;0;0;1.013.10;3.903.24;0;0;0;0;0;0;0;27.449.32;4.914.11;0;0;0;0;0;0;0;0;4.914.11;32.363.43;40.342.91;4.856.30;0;0;45.199.21;0;0;0;0;0;16.616.12;0;0;28.583.09;60.946.52
2016;900439301;0;2.848.93;0;0;2.848.93;0;672.09;0;0;0;672.09;0;0;1.460.95;0;0;1.034.21;2.495.15;0;0;0;0;0;3.490.08;3.490.08;0;0;0;0;9.506.26;0;0;0;0;28.268.91;0;3.542.57;3.542.57;5.591.81;0;0;0;0;0;0;0;0;37.403.29;46.909.56;4.292.48;9.959.58;0;0;0;0;0;0;137.28;0;133.82;271.1;2.429.60;0;0;0;0;0;0;0;16.952.76;2.804.25;0;0;0;0;0;0;0;0;2.804.25;19.757.01;40.342.91;4.856.30;0;0;45.199.21;0;0;0;0;0;18.046.66;0;0;27.152.55;46.909.56
2015;900439301;146.36;1.546.75;0.08;0;1.693.19;91.57;349.2;0;0;0;349.2;62.18;1.775.95;1.239.20;2.86;0;9.3;3.089.49;1.351.34;0;537.47;0;0;475.51;2.364.32;0;0;0;0;7.587.78;0;0;0;0;9.008.51;0;0;1.596.75;15.038.85;0;0;0;0;700.67;0;0;0;26.344.78;33.932.56;470.38;2.224.80;1.328.28;415.91;0;150.48;3.54;100.58;0;123.73;486.44;2.608.95;1.077.30;883.66;156.28;0;5.82;2.661.91;2.667.73;0;10.089.11;14.816.82;0;0;0;0;0;0;0;0;14.816.82;24.905.93;24.609.28;0;0;0;24.609.28;4.856.30;0;0;0;7.999.98;12.438.97;0;0;9.026.63;33.932.56
2014;900439301;88.91;1.627.91;0.02;0;1.716.84;88.44;160.59;0;0;0;160.59;0;563.4;822.53;4.88;0;9;1.399.80;946.77;0;0;342.5;0;214.4;1.503.68;0;0;0;0;4.869.34;0;0;0;0;8.137.37;0;0;1.045.91;12.044.09;0;0;0;0;700.67;0;0;0;21.928.04;26.797.39;1.998.23;1.710.84;1.174.10;260.38;0;48.31;1.91;56.57;0;94.58;183.72;1.819.57;993.92;674.87;109.65;0;0;8.450.37;8.450.37;0;15.757.44;11.564.22;0;0;0;0;0;0;0;0;11.564.22;27.321.66;7.058.39;0;0;0;7.058.39;4.856.30;0;0;0;5.594.53;6.844.44;0;0;524.27;26.797.39
2013;900439301;80.37;1.490.22;0.72;0;1.571.30;85.59;97.06;175.99;0;0;273.05;0;1.577.99;340.57;9.66;0;9.3;1.937.53;545.93;0;0;249.08;0;173.49;968.5;0;0;0;0;4.835.97;0;0;0;0;6.703.55;0;0;1.168.02;9.592.32;0;0;0;0;809.73;0;0;0;18.273.62;23.109.59;62.37;1.137.69;2.174.03;136.04;0;36.44;2.7;34.63;0;0;143.12;2.526.95;708.72;514.4;102.31;0;0;0.32;0.32;0;5.052.76;20.030.96;0;0;0;0;0;0;0;0;20.030.96;25.083.72;14;0;0;0;14;4.856.30;0;0;0;4.071.46;2.772.98;0;0;1.974.14;23.109.59
2012;900439301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2011;900439301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
