BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860023981;16,37;14.171,09;0;-;14.187,46;0;11.859,45;-;-;3.431,98;8.427,47;0;248,76;0,17;-;0;94,78;343,72;-;-;-;-;-;0;0;-;-;-;-;22.958,64;1.064,30;0;0;0;15.356,85;0;22.616,61;22.616,61;1.817,19;0;0;0;0;0;-;-;-;40.854,95;63.813,59;9.584,17;19.504,50;-;-;-;-;-;-;0;-;1.493,65;1.493,65;4.088,78;-;0;-;-;0;0;-;34.671,09;19.757,44;0;0;0;-;-;0;0;-;19.757,44;54.428,53;236,63;0;0;-;236,63;0;0,5;0;-;-;9.147,93;-;0;9.385,06;63.813,59
2019;860023981;-;5.814,56;-;-;5.814,56;0;11.258,57;-;-;-;11.258,57;-;0;0;-;0;205,87;205,87;-;-;-;-;-;0;0;-;-;-;-;17.279,01;747,7;0;0;0;13.855,27;0;567,27;567,27;125,19;0;0;0;0;0;-;-;-;15.295,42;32.574,43;0;6.815,94;-;-;-;-;-;0;0;-;0;0;4.786,29;-;-;-;-;-;-;-;11.602,23;0;220,7;0;0;-;-;54,4;0;-;275,1;11.877,32;236,63;0;0;-;236,63;0;0,5;0;-;-;20.459,98;-;0;20.697,11;32.574,43
2018;860023981;-;6.157,65;-;-;6.157,65;0;7.587,81;-;-;-;7.587,81;-;0;0;-;0;191,86;191,86;-;-;-;-;-;0;0;-;-;-;-;13.937,32;658,98;0;0;0;13.706,24;0;523,08;523,08;126,81;0;0;0;0;0;-;-;-;15.015,10;28.952,43;0;9.974,20;-;-;-;-;-;0;0;-;0;0;2.196,94;-;-;-;-;-;-;-;12.171,14;9.000,00;206,75;0;0;-;-;57,59;0;-;9.264,34;21.435,48;236,63;0;0;-;236,63;0;0,5;0;-;-;7.279,82;-;0;7.516,95;28.952,43
2017;860023981;40,9;5.743,79;-;-;5.784,69;30;7.491,93;-;-;-;7.491,93;0;168,7;2.983,51;-;0;0;3.152,21;-;-;-;-;-;0;0;-;-;-;-;16.458,83;0;0;0;0;7.739,83;0;192,55;192,55;142,35;0;0;620,12;0;620,12;-;-;-;8.694,85;25.153,68;0;8.504,04;0;-;-;-;-;0;0;-;0;0;4.567,43;-;-;-;-;-;-;-;13.071,47;0;0;-;0;0;0;62,82;193,67;-;256,49;13.327,96;236,63;0;0;-;236,63;0;0,5;0;-;-;11.588,59;-;0;11.825,71;25.153,68
2016;860023981;-;1.566,34;-;-;1.566,34;0;3.244,77;-;-;-;3.244,77;-;0;2.600,11;-;0;159,96;2.760,07;-;-;-;-;-;0;0;-;-;-;-;7.571,17;488,04;0;0;0;7.765,25;0;0;0;114,1;0;0;0;0;0;-;-;-;8.367,39;15.938,56;0;5.009,76;-;-;-;-;-;0;0;-;0;0;2.934,59;-;-;-;-;-;-;-;7.944,34;2.734,68;0;0;0;-;-;66,89;0;-;2.801,56;10.745,91;236,63;0;0;-;236,63;0;0,5;0;-;-;4.955,52;-;0;5.192,65;15.938,56
2015;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2014;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013;860023981;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2012;860023981;6,91;0;2.344,56;0;2.351,47;0;2.257,27;0;0;0;2.257,27;0;6,86;1.414,77;0;-;723,12;2.144,76;0;0;0;0;0;0;0;0;0;0;0;6.753,50;0;-;-;0;2.923,81;-;-;41,35;0;-;-;-;-;0;0;0;0;2.965,16;9.718,65;214;165,57;1.120,39;0;0;0;6,63;100,45;-;355,89;1.352,95;2.936,31;1.554,62;201,5;0;0;0;348,65;348,65;0;5.420,64;0;0;0;0;0;0;0;0;0;0;5.420,64;0;-;-;1;1;0;0,5;235,63;0;1.562,20;2.498,69;0;-;4.298,02;9.718,65
2011;860023981;6,99;0;2.460,58;0;2.467,57;0;905,26;0;0;0;905,26;0;169,73;1.795,98;0;-;683,58;2.649,29;0;0;0;0;0;0;0;0;0;0;0;6.022,11;0;-;-;0;2.326,63;-;-;69,71;0;-;-;-;-;0;0;0;0;2.396,34;8.418,46;2.000,00;428,23;1.179,10;0;0;0;0;0;-;321,64;20,38;1.521,13;1.321,04;168,92;0;0;0;348,65;348,65;0;5.787,96;0;0;0;0;0;0;0;0;0;0;5.787,96;0;-;-;1;1;0;0,5;235,63;0;789,73;1.603,63;0;-;2.630,49;8.418,46
