BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;805009200;5,45;471,61;0;-;477,06;49,21;14.854,41;-;-;0;14.854,41;0;19,93;4.299,90;-;0;0;4.319,83;-;-;-;-;-;8.641,50;8.641,50;-;-;-;-;28.342,00;0;0;37,2;37,2;3.263,25;0;0;0;197,16;0;0;63,83;0;63,83;-;-;-;3.561,44;31.903,45;2.966,11;5.317,55;0;-;-;-;-;-;0;-;-;0;4.465,03;303,97;0;-;-;3.473,78;3.473,78;-;16.526,43;3.435,98;0;0;0;0;-;0;0;-;3.435,98;19.962,40;1.712,88;242,56;0;-;1.955,44;330,74;198,18;0;-;-;9.456,68;-;0;11.941,04;31.903,45
2019;805009200;-;230,24;-;-;230,24;0;3.645,89;-;-;-;3.645,89;-;0;299,89;-;0;40,11;340;-;-;-;-;-;1.929,02;1.929,02;-;-;-;-;6.145,15;63,83;0;3,18;3,18;1.138,66;646;0;646;63,62;0;0;0;0;0;-;-;-;1.915,29;8.060,45;1.058,41;1.597,52;-;-;-;-;-;237,06;0;-;4,62;241,68;491,65;-;-;-;-;-;-;-;3.389,25;1.455,37;0;0;0;-;-;0;0;-;1.455,37;4.844,62;1.712,88;242,56;0;-;1.955,44;330,74;150,35;0;-;-;779,29;-;0;3.215,83;8.060,45
2018;805009200;-;535,99;-;-;535,99;0;2.582,02;-;-;-;2.582,02;-;0;262,42;-;0;125,36;387,78;-;-;-;-;-;1.084,39;1.084,39;-;-;-;-;4.590,18;0;0;3,18;3,18;1.089,79;0;0;0;63,83;0;0;63,62;0;63,62;-;-;-;1.220,42;5.810,60;1.230,59;932,26;-;-;-;-;-;217,54;0;-;29,12;246,66;360,72;-;-;-;-;-;-;-;2.770,23;785,08;0;0;0;-;-;0;0;-;785,08;3.555,31;1.300,00;0;0;-;1.300,00;0;150,35;0;-;-;804,94;-;0;2.255,29;5.810,60
2017;805009200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;805009200;-;70,85;-;-;70,85;0;2.838,87;-;-;-;2.838,87;-;0;252,33;-;0;89,84;342,17;-;-;-;-;-;1.009,40;1.009,40;-;-;-;-;4.261,29;63,62;0;162,35;162,35;1.140,02;0;9,64;9,64;205,02;0;0;0;0;0;-;-;-;1.580,65;5.841,94;859,95;1.506,19;-;-;-;-;-;174,21;0;-;0;174,21;164,84;-;-;-;-;-;-;-;2.705,19;1.048,52;0;0;0;-;-;0;0;-;1.048,52;3.753,71;1.300,00;0;0;-;1.300,00;0;138,48;0;-;-;649,75;-;0;2.088,23;5.841,94
2015;805009200;2,3;196,03;2,78;0;201,11;0;2.079,47;0;0;0;2.079,47;0;115,9;226,7;1,33;-;20,07;364;509,95;255,4;373,2;22,21;2,01;125,66;1.288,42;0;0;0;0;3.933,00;223,95;-;-;384,56;123,27;-;-;3,95;0;-;-;-;-;0;0;0;0;735,72;4.668,72;1.136,65;1.308,92;221,55;4,64;1,02;0,74;3,25;13,75;-;0;59,42;304,36;214,46;122,72;0;0;0,23;0;0,23;0;3.087,33;0;0;14,49;0;0;0;0;0;0;14,49;3.101,82;1.300,00;-;-;0;1.300,00;0;132,44;72,99;0;60,66;0,82;0;-;1.566,90;4.668,72
2014;805009200;3,37;124,36;1,45;0;129,17;222,83;2.054,36;0;0;0;2.054,36;0;343,42;187,33;1,51;-;26,63;558,89;439,82;114,43;316,37;43,19;2,46;149,48;1.065,75;17,31;0;0;17,31;4.048,31;1,08;-;-;782,95;80,09;-;-;819,9;0;-;-;-;-;0;0;0;0;1.684,02;5.732,32;1.884,35;1.246,27;202,86;6,48;1,02;0,96;3,22;10,56;-;0;21,35;246,45;246,59;114,55;0;0;30,51;0;30,51;0;3.768,72;0;0;223,24;0;0;0;0;0;0;223,24;3.991,95;1.300,00;-;-;0;1.300,00;0;111,6;72,99;0;185,93;69,86;0;-;1.740,37;5.732,32
2013;805009200;2,81;152,12;22,48;0;177,41;1,06;1.770,79;0;0;0;1.770,79;1,23;224,15;196,2;2,37;-;254,63;678,57;364,12;59,48;292,72;66,96;2,16;174,48;959,91;31,19;41,39;0;72,58;3.660,31;231,4;-;-;147,22;57,54;-;-;850;215,76;-;-;-;-;0;0;0;0;1.501,93;5.162,24;805,22;983,81;217,33;8,43;0;0,68;1,17;10,64;-;8,07;1,58;247,89;174,81;115,66;0;0;23,18;0;23,18;0;2.350,58;1.262,38;0;0;0;0;0;0;0;0;1.262,38;3.612,95;954,76;-;-;0;954,76;0;106,44;72,99;0;68,76;346,34;0;-;1.549,29;5.162,24
2012;805009200;4,4;86,48;0,06;0;90,94;12,25;1.550,60;0;0;118,83;1.431,77;0;140,24;97,87;18,06;-;32,56;288,72;255,6;150,71;434,88;90,98;2,09;27,04;961,3;0;0;0;0;2.784,97;464;-;-;275,35;49,25;-;-;850;246,31;-;-;-;-;0;0;0;0;1.884,92;4.669,89;1.790,78;924,1;141,88;5,16;71,91;2,06;0,84;34,05;-;7,27;8,65;271,82;99,44;94,56;0;0;8,67;0;8,67;0;3.189,36;0;0;0;0;0;0;0;0;0;0;3.189,36;954,76;-;-;0;954,76;0;92,77;72,99;0;136,71;223,3;0;-;1.480,53;4.669,89
2011;805009200;4,91;81,07;0,5;0;86,48;12,25;1.580,52;0;127,39;70;1.637,91;33,79;89,24;54,94;3,61;-;29,05;210,62;236,44;79,39;293,87;44,72;1,3;36,7;692,42;68,31;93,11;0;161,42;2.801,09;455;-;-;0;45,42;-;-;850;61,07;-;-;-;-;0;0;0;0;1.411,49;4.212,58;1.662,47;890,02;101;4,07;0;1,56;0,64;22,18;-;5,89;11,29;146,63;74,89;64,86;28,81;0;6,53;0;6,53;0;2.874,21;0;0;0;0;0;0;0;0;0;0;2.874,21;954,76;-;-;0;954,76;0;81,96;72,99;0;102,6;126,07;0;-;1.338,37;4.212,58
