BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;800014096;6,11;103,91;2.844,03;-;2.954,06;0;4.797,04;-;-;0;4.797,04;0;0;0;-;0;0;0;-;-;-;-;-;2.537,72;2.537,72;-;-;-;-;10.288,82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;0;10.288,82;0;14.512,53;0;-;-;-;-;-;0;-;-;0;0;0;0;-;-;0;0;-;14.512,53;0;0;0;0;0;-;0;0;-;0;14.512,53;531;99;0;-;630;0;-4.528,19;0;-;-;-325,52;-;0;-4.223,71;10.288,82
2019;800014096;-;376,23;-;-;376,23;0;4.593,67;-;-;-;4.593,67;-;0;0;-;0;0;0;-;-;-;-;-;3.567,20;3.567,20;-;-;-;-;8.537,09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;0;8.537,09;0;13.272,68;-;-;-;-;-;0;0;-;0;0;247,62;-;-;-;-;-;-;-;13.520,30;0;0;0;0;-;-;0;0;-;0;13.520,30;531;99;0;-;630;0;-4.528,19;0;-;-;-1.085,01;-;0;-4.983,20;8.537,09
2018;800014096;-;916,34;-;-;916,34;0;4.875,14;-;-;-;4.875,14;-;0;0;-;0;0;0;-;-;-;-;-;2.746,81;2.746,81;-;-;-;-;8.538,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;0;8.538,29;0;592,55;-;-;-;-;-;122,63;24,99;-;254,06;401,68;256,78;-;-;-;-;-;-;-;1.251,01;0;12.450,69;0;0;-;-;0;0;-;12.450,69;13.701,70;531;99;0;-;630;0;-4.528,19;0;-;-;-1.265,22;-;0;-5.163,41;8.538,29
2017;800014096;9,13;759,33;-;-;768,46;0;4.606,04;-;-;-;4.606,04;0;0;0;-;0;0;0;-;-;-;-;-;2.797,07;2.797,07;-;-;-;-;8.171,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;0;8.171,56;0;13.618,81;0;-;-;-;-;0;0;-;0;0;0;-;-;-;-;-;-;-;13.618,81;0;0;-;0;0;0;0;0;-;0;13.618,81;531;99;0;-;630;0;-4.528,19;0;-;-;-1.549,05;-;0;-5.447,25;8.171,56
2016;800014096;-;777,91;-;-;777,91;0;5.452,49;-;-;-;5.452,49;-;0;0;-;0;0;0;-;-;-;-;-;1.990,14;1.990,14;-;-;-;-;8.220,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-;-;-;0;8.220,53;0;1.397,17;-;-;-;-;-;0;0;-;0;0;0;-;-;-;-;-;-;-;1.397,17;0;6.890,71;0;0;-;-;0;5.559,98;-;12.450,69;13.847,86;531;99;0;-;630;0;-4.528,19;0;-;-;-1.729,14;-;0;-5.627,33;8.220,53
2015;800014096;7,02;64,53;9,58;0;81,14;1.300,81;4.035,56;0;0;848,16;3.187,39;0;4,01;385,04;9,57;-;1.107,48;1.506,10;1.280,39;110,91;496,82;80,92;0;-109,94;1.859,09;0;0;0;0;7.934,53;0;-;-;0;51,75;-;-;0;0;-;-;-;-;0;0;0;0;51,75;7.986,29;0;0;388,59;17,7;0;1,32;0;0;-;0;1.591,42;1.999,02;232,92;70,44;502,74;0;0;0;0;0;2.805,12;5.559,98;6.084,51;0;0;0;0;0;0;0;11.644,49;14.449,61;531;-;-;0;531;99;0;-4.528,19;0;253,07;-2.818,20;0;-;-6.463,32;7.986,29
2014;800014096;5,92;64,97;11,83;0;82,72;80,84;4.389,40;0;0;846,85;3.542,56;0;4,02;366,07;7,96;-;198,97;577,02;1.875,10;226,27;578,59;22,29;0;-109,94;2.592,30;0;0;0;0;6.875,44;0;-;-;819,3;60,2;-;-;0;0;-;-;-;-;0;0;0;0;879,5;7.754,93;0;437,23;507,98;16,46;0;1,21;0;17,18;-;0;0;542,83;239;60,04;400,63;0;0;0;0;0;1.679,73;5.559,98;5.403,65;1.827,96;0;0;0;0;0;0;12.791,59;14.471,32;531;-;-;0;531;99;0;-4.528,19;0;99,72;-2.917,92;0;-;-6.716,39;7.754,93
2013;800014096;4,59;61,77;21,59;0;87,95;606,31;2.825,30;0;0;846,84;1.978,46;0;1,17;964,86;9,21;-;199,64;1.174,87;1.849,85;117,16;580,19;116,24;0;-136,04;2.527,40;0;0;0;0;6.375,00;0;-;-;819,3;94,24;-;-;0;0;-;-;-;-;0;0;0;0;913,54;7.288,55;0;471,39;186,6;12,82;0;1,41;0;16,39;-;0;0;217,22;164,12;59,71;400,63;0;0;0;0;0;1.313,07;5.559,98;5.403,65;1.827,96;0;0;0;0;0;0;12.791,59;14.104,66;531;-;-;0;531;99;0;-4.528,19;0;292,78;-3.210,70;0;-;-6.816,11;7.288,55
2012;800014096;3,04;358,76;17,81;0;379,6;392,67;2.874,71;0;0;832,19;2.042,52;0;54,77;895,7;7,9;-;8,07;966,43;2.247,09;109,37;641,48;99,78;0;-136,04;2.961,69;5,22;0;0;5,22;6.748,13;0;-;-;819,3;94,1;-;-;0;0;-;-;-;-;0;0;0;0;913,4;7.661,53;0;772,05;554,18;9,55;0;2,21;0;23,96;-;0;0;589,92;158,04;58,19;400,63;0;0;0;0;0;1.978,82;5.559,98;5.403,65;1.827,96;0;0;0;0;0;0;12.791,59;14.770,42;531;-;-;0;531;99;0;-4.528,19;0;283,98;-3.494,68;0;-;-7.108,89;7.661,53
2011;800014096;1,47;85,54;12,51;0;99,52;745,35;2.875,13;0;0;829,65;2.045,48;0;22,22;708,89;5,46;-;76,49;813,06;2.140,04;97,44;678,45;162,3;0;-136,04;2.942,18;0;0;0;0;6.645,59;0;-;-;819,3;72,53;-;-;0;0;-;-;-;-;0;0;0;0;891,83;7.537,42;0;1.125,49;244,69;26,79;0;5,87;0;21,04;-;0;0,31;298,69;277,2;60,69;376,63;0;0;0;0;0;2.138,70;5.559,98;5.403,65;1.827,96;0;0;0;0;0;0;12.791,59;14.930,29;531;-;-;0;531;99;0;-4.528,19;0;529,93;-4.024,61;0;-;-7.392,87;7.537,42
