BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890911539;15,62;578,92;0;-;594,54;0;2.468,18;-;-;0;2.468,18;0;0;0;-;0;19,69;19,69;-;-;-;-;-;1.187,30;1.187,30;-;-;-;-;4.269,71;0;0;0;0;5.794,99;0;0;0;1.441,47;0;0;0;0;0;-;-;-;7.236,46;11.506,17;430,8;1.082,85;0;-;-;-;-;-;0;-;-;0;493,34;0;0;-;-;0;0;-;2.006,99;0;0;0;0;0;-;610,21;0;-;610,21;2.617,20;187;0;0;-;187;5.165,54;1.201,40;0;-;-;2.335,02;-;0;8.888,97;11.506,17
2019;890911539;-;376,22;-;-;376,22;22,28;3.284,54;-;-;-;3.284,54;-;0;0;-;0;0;0;-;-;-;-;-;1.219,34;1.219,34;-;-;-;-;4.902,38;0;0;0;0;6.049,37;0;0;0;1.441,47;0;0;0;0;0;-;-;-;7.490,84;12.393,22;879,56;1.792,78;-;-;-;-;-;0;0;-;0;0;364,78;-;-;-;-;-;-;-;3.037,12;0;0;0;0;-;-;610,21;0;-;610,21;3.647,33;187;0;0;-;187;0;1.084,34;0;-;-;7.474,55;-;0;8.745,89;12.393,22
2018;890911539;-;259,27;-;-;259,27;0;2.907,20;-;-;-;2.907,20;-;0;0;-;0;5,61;5,61;-;-;-;-;-;1.387,71;1.387,71;-;-;-;-;4.559,79;0;0;0;0;6.343,66;0;0;0;1.487,20;0;0;0;0;0;-;-;-;7.830,87;12.390,65;1.041,82;2.278,66;-;-;-;-;-;0;0;-;0;0;329,47;-;-;-;-;-;-;-;3.649,95;0;0;0;0;-;-;610,21;0;-;610,21;4.260,16;187;0;0;-;187;0;981,13;0;-;-;6.962,37;-;0;8.130,50;12.390,65
2017;890911539;3,26;180,87;-;-;184,13;5,52;2.724,21;-;-;-;2.724,21;0;0;0;-;0;4,55;4,55;-;-;-;-;-;1.230,80;1.230,80;-;-;-;-;4.149,21;0;0;0;0;5.432,55;0;0;0;1.579,91;0;0;0;0;0;-;-;-;7.012,46;11.161,67;0;2.412,47;0;-;-;-;-;0;0;-;0;0;249,89;-;-;-;-;-;-;-;2.662,36;0;0;-;0;0;0;610,21;0;-;610,21;3.272,57;187;0;0;-;187;0;895,03;0;-;-;6.807,07;-;0;7.889,10;11.161,67
2016;890911539;-;108,89;-;-;108,89;0;2.210,40;-;-;-;2.210,40;-;0;0;-;0;55,31;55,31;-;-;-;-;-;1.312,79;1.312,79;-;-;-;-;3.687,40;2,87;0;0;0;5.188,85;0;0;0;2.048,55;0;0;0;0;0;-;-;-;7.240,27;10.927,67;67,4;1.558,90;-;-;-;-;-;0;0;-;0;0;325,3;-;-;-;-;-;-;-;1.951,60;0;0;0;0;-;-;610,21;0;-;610,21;2.561,81;187;0;0;-;187;0;798,95;0;-;-;7.379,91;-;0;8.365,86;10.927,67
2015;890911539;4,5;104,74;6,54;0;115,78;2,68;3.701,39;0;0;0;3.701,39;0;15,25;3,54;28,73;-;0,23;47,76;33,53;1.036,65;511,36;0;0;0;1.581,53;17,91;2,11;0;20,02;5.469,15;0;-;-;0;1.147,04;-;-;0;0;-;-;-;-;0;0;1.932,08;1.932,08;3.079,11;8.548,26;524,94;1.085,45;101,56;9,56;0;0,37;0,06;51,78;-;0;339,09;502,4;223,34;328,34;0;0;172,92;0;172,92;0;2.837,39;0;0;0;0;0;0;0;0;0;0;2.837,39;0;-;-;187;187;0;716,92;1.497,37;0;820,31;557,2;1.932,08;-;5.710,88;8.548,26
2014;890911539;5,6;67,6;1,35;0;74,55;7,06;3.485,79;0;0;0;3.485,79;0;207,55;4,8;51,1;-;74,72;338,17;41;759,05;121,67;0;0;0;921,72;16,73;0,73;0;17,46;4.844,74;0;-;-;0;1.341,98;-;-;0;0;-;-;-;-;0;0;1.932,08;1.932,08;3.274,06;8.118,80;164,5;1.078,29;74,13;9,95;0;0,15;0,06;48,41;-;0;387,36;520,05;234,18;327,02;0;0;156,76;0;156,76;0;2.480,80;0;0;0;0;0;0;0;0;0;0;2.480,80;0;-;-;187;187;0;633,87;1.497,37;0;830,49;557,2;1.932,08;-;5.638,00;8.118,80
2013;890911539;3,35;76,91;18,77;0;99,02;131,99;3.060,78;0;0;0;3.060,78;0;0,89;4,79;126,36;-;0;132,04;12,71;488,11;164,2;0;0;0;665,02;15,63;0,76;0;16,39;4.105,23;0;-;-;0;1.301,88;-;-;0;0;-;-;-;-;0;0;1.932,08;1.932,08;3.233,96;7.339,19;0;877,58;47,34;6,07;0;0,7;0,1;43,83;-;0;18,16;116,2;293,61;302,31;0;0;143,63;0;143,63;0;1.733,32;0;0;0;0;0;0;0;0;0;0;1.733,32;0;-;-;187;187;0;543,59;1.497,37;0;888,64;557,2;1.932,08;-;5.605,87;7.339,19
2012;890911539;3,56;130,77;0,15;0;134,47;103,84;3.046,93;0;0;0;3.046,93;0;0,75;4,79;46,27;-;1,09;52,9;17,56;862,28;97,97;0;0;0;977,82;16,72;1,2;0;17,92;4.333,88;0;-;-;0;1.557,48;-;-;0;0;-;-;-;-;0;0;1.932,08;1.932,08;3.489,55;7.823,44;796,16;764,83;56,76;4,67;0;2,93;0,06;59,9;-;0;157,63;281,94;224,98;267,75;0;0;199,92;0;199,92;0;2.535,57;0;0;0;0;0;0;0;0;0;0;2.535,57;0;-;-;187;187;0;480,19;1.497,37;0;634,03;557,2;1.932,08;-;5.287,87;7.823,44
2011;890911539;6,16;112,62;2,75;0;121,52;422,84;2.646,54;0;0;0;2.646,54;0;0,28;4,85;78,33;-;17,45;100,92;16,02;416,72;157,49;0;0;0;590,23;15,32;1,34;0;16,65;3.898,71;0;-;-;0;1.828,26;-;-;0;0;-;-;-;-;0;0;1.932,08;1.932,08;3.760,34;7.659,05;592,85;1.076,71;51,67;13,12;0;11,42;0,27;53,21;-;0;0;129,68;259,96;219,69;0;0;166,72;0;166,72;0;2.445,62;0;0;0;0;0;0;0;0;0;0;2.445,62;0;-;-;187;187;0;415,74;1.497,37;0;624,04;557,2;1.932,08;-;5.213,43;7.659,05
