BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;900351736;0;56,9;0;-;56,9;0;116.520,13;-;-;0;116.520,13;0;1.329,50;0;-;0;0;1.329,50;-;-;-;-;-;63.897,48;63.897,48;-;-;-;-;181.804,00;0;0;0;0;40.906,25;0;0;0;0;0;0;0;1.027,12;1.027,12;-;-;-;41.933,36;223.737,37;20.130,86;0;0;-;-;-;-;-;0;-;-;0;3.189,35;0;0;-;-;0;0;-;23.320,21;3.299,74;74.894,66;47.530,00;21.482,32;0;-;0;2.571,96;-;149.778,68;173.098,89;3.000,00;0;0;-;3.000,00;0;579,2;42.354,92;-;-;4.704,36;-;0;50.638,47;223.737,37
2019;900351736;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2018;900351736;-;1.635,41;-;-;1.635,41;0;47.601,20;-;-;-;47.601,20;-;0;0;-;0;2.256,78;2.256,78;-;-;-;-;-;32.091,04;32.091,04;-;-;-;-;83.584,42;0;0;0;0;41.552,27;0;742,29;742,29;0;0;0;0;0;0;-;-;-;42.294,55;125.878,97;43.634,64;37.133,36;-;-;-;-;-;69,93;0;-;1.872,75;1.942,68;4.171,51;-;-;-;-;-;-;-;86.882,20;0;0;0;0;-;-;0;0;-;0;86.882,20;3.000,00;0;0;-;3.000,00;0;579,2;0;-;-;35.417,58;-;0;38.996,78;125.878,97
2017;900351736;370,52;117,96;-;-;488,48;0;19.142,17;-;-;-;19.142,17;0;1.252,43;13,51;-;0;0;1.265,94;-;-;-;-;-;22.134,53;22.134,53;-;-;-;-;43.031,13;0;0;0;0;18.536,92;0;253,75;253,75;0;0;0;0;0;0;-;-;-;18.790,67;61.821,80;16.588,92;23.963,33;1.156,13;-;-;-;-;67,98;0;-;0;1.224,11;553,58;-;-;-;-;-;-;-;42.329,95;0;0;-;0;0;0;0;0;-;0;42.329,95;3.000,00;0;0;-;3.000,00;0;579,2;0;-;-;15.912,65;-;0;19.491,85;61.821,80
2016;900351736;-;881,8;-;-;881,8;311,71;9.568,37;-;-;-;9.568,37;-;0;556,88;-;0;0;556,88;-;-;-;-;-;11.712,38;11.712,38;-;-;-;-;23.031,15;0;0;0;0;11.344,43;0;23,33;23,33;0;0;0;0;0;0;-;-;-;11.367,76;34.398,91;8.548,28;12.943,55;-;-;-;-;-;27,17;0;-;520,08;547,24;837,38;-;-;-;-;-;-;-;22.876,46;0;0;0;0;-;-;0;0;-;0;22.876,46;1.475,00;0;0;-;1.475,00;0;137,42;0;-;-;9.910,03;-;0;11.522,45;34.398,91
2015;900351736;286,19;18,71;0;0;304,9;215,41;2.960,74;0;0;0;2.960,74;418,13;42,68;817,6;0;-;689,3;1.967,72;2.257,62;1.352,46;5.261,43;0;0;3,26;8.874,77;282,38;0;0;282,38;14.605,91;0;-;-;0;2.871,85;-;-;0;0;-;-;-;-;606,97;0;232;232;3.710,82;18.316,73;5.242,11;6.135,42;796,74;113,09;0;6,33;2,4;1,88;-;0,66;0;921,09;70,33;120,59;895;0;231,26;0;231,26;0;13.615,81;0;0;0;0;0;0;0;0;0;0;13.615,81;1.475,00;-;-;0;1.475,00;0;146,88;0;0;1.297,91;1.549,13;232;-;4.700,93;18.316,73
2014;900351736;492,02;23,94;0;0;515,96;77,3;3.052,54;0;0;0;3.052,54;1,47;583,27;528;0;-;40,79;1.153,53;2.603,11;1.352,46;1.350,08;0;0;378,17;5.683,81;90,62;0;0;90,62;10.573,74;0;-;-;0;1.759,52;-;-;0;0;-;-;-;-;189,45;0;232;232;2.180,97;12.754,72;2.103,54;4.818,22;784,87;135,9;0;1,91;2,71;1,13;-;591,24;0;1.517,74;333,15;3,53;469,95;0;18,17;0;18,17;0;9.264,29;0;0;0;0;0;0;0;0;0;0;9.264,29;1.475,00;-;-;0;1.475,00;0;78,78;0;0;995,64;709;232;-;3.490,43;12.754,72
2013;900351736;113,57;22,93;0;0;136,49;0;1.763,55;0;0;0;1.763,55;0;185,34;409,33;0;-;538,11;1.132,77;1.481,29;0;2.494,09;0;0;0;3.975,39;16,09;0;0;16,09;7.024,28;0;-;-;0;712,04;-;-;0;0;-;-;-;-;147,84;232;0;232;1.091,88;8.116,16;2.057,18;2.073,64;331,26;175;0;0,15;1,28;0;-;562,43;0;1.070,10;28,73;5,03;157,78;0;207,01;0;207,01;0;5.599,47;0;0;0;0;0;0;0;0;0;0;5.599,47;1.475,00;-;-;0;1.475,00;0;0;0;0;473,35;336,34;232;-;2.516,69;8.116,16
2012;900351736;34,15;0;0;0;34,15;0;1.788,14;0;0;0;1.788,14;0;122,37;274,69;0;-;337,25;734,31;2.178,03;0;288,73;118,81;0;4,99;2.590,55;20,6;0;0;20,6;5.167,76;0;-;-;0;527,52;-;-;3,12;0;-;-;-;-;0;0;232;232;762,65;5.930,41;313,46;791,79;77,61;167,35;0;0;0;0,67;-;2.349,11;0;2.594,74;165,1;4;0;0;1.001,38;0;1.001,38;0;4.870,47;0;0;0;0;0;0;0;0;0;0;4.870,47;475;-;-;0;475;0;0;0;0;307,43;45,51;232;-;1.059,94;5.930,41
2011;900351736;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
