BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;confeccion;830059437;30.43;3429.71;0.00;0.00;3460.15;0.00;2438.42;0.00;0.00;0.00;2438.42;0.00;0.00;204.33;0.00;0.00;7.17;211.50;0.00;0.00;0.00;0.00;0.00;2562.58;2562.58;0.00;0.00;0.00;0.00;8672.64;0.00;0.00;0.00;0.00;6251.74;0.00;0.00;0.00;0.00;0.00;0.00;1728.73;0.00;1728.73;0.00;0.00;0.00;7980.47;16653.11;0.00;300.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;357.31;68.18;0.00;0.00;0.00;0.00;0.00;0.00;725.66;0.00;13793.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13793.62;14519.28;500.00;0.00;0.00;0.00;500.00;0.00;266.97;0.00;0.00;0.00;1366.87;0.00;0.00;2133.83;16653.11
2019;confeccion;830059437;0.00;310.95;0.00;0.00;310.95;0.00;1992.61;0.00;0.00;0.00;1992.61;0.00;0.00;0.00;0.00;0.00;188.16;188.16;0.00;0.00;0.00;0.00;0.00;1405.70;1405.70;0.00;0.00;0.00;0.00;3897.43;1728.73;0.00;0.00;0.00;6096.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7825.64;11723.06;0.00;774.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;774.23;1360.68;7926.18;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9286.86;10061.08;500.00;0.00;0.00;0.00;500.00;0.00;266.97;0.00;0.00;0.00;895.01;0.00;0.00;1661.98;11723.06
2018;confeccion;830059437;0.00;359.11;0.00;0.00;359.11;0.00;1387.67;0.00;0.00;0.00;1387.67;0.00;0.00;176.29;0.00;0.00;0.00;176.29;0.00;0.00;0.00;0.00;0.00;1650.83;1650.83;0.00;0.00;0.00;0.00;3573.90;1728.73;0.00;0.00;0.00;2557.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4285.85;7859.75;0.00;341.76;0.00;0.00;0.00;0.00;0.00;49.68;0.00;0.00;0.00;49.68;285.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;676.82;0.00;5800.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5800.21;6477.03;500.00;0.00;0.00;0.00;500.00;0.00;0.00;225.29;0.00;0.00;657.43;0.00;0.00;1382.71;7859.75
2017;confeccion;830059437;2.30;254.27;0.00;0.00;256.57;0.00;1339.98;0.00;0.00;0.00;1339.98;0.00;0.00;107.80;0.00;0.00;0.00;107.80;0.00;0.00;0.00;0.00;0.00;1275.18;1275.18;0.00;0.00;0.00;0.00;2979.53;0.00;0.00;0.00;0.00;2744.35;0.00;0.00;0.00;0.00;0.00;0.00;1723.55;0.00;1723.55;0.00;0.00;0.00;4467.90;7447.43;0.00;52.48;0.00;0.00;0.00;0.00;0.00;52.71;4.00;0.00;0.00;56.71;280.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;389.58;0.00;4278.99;0.00;0.00;0.00;0.00;0.00;1587.70;0.00;5866.70;6256.27;500.00;0.00;0.00;0.00;500.00;0.00;0.00;236.71;0.00;0.00;454.45;0.00;0.00;1191.15;7447.43
2016;confeccion;830059437;0.00;70.69;0.00;0.00;70.69;0.00;1409.65;0.00;0.00;0.00;1409.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;412.14;412.14;0.00;0.00;0.00;0.00;1892.48;0.00;0.00;0.00;0.00;1965.06;0.00;0.00;0.00;0.00;0.00;0.00;1721.58;0.00;1721.58;0.00;0.00;0.00;3686.64;5579.12;0.00;223.58;0.00;0.00;0.00;0.00;0.00;44.76;0.00;0.00;0.00;44.76;316.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;584.34;4023.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4023.65;4607.98;500.00;0.00;0.00;0.00;500.00;0.00;102.27;361.16;0.00;0.00;7.70;0.00;0.00;971.14;5579.12
2015;confeccion;830059437;0.56;249.70;1.42;0.00;251.68;221.84;1400.57;0.00;0.00;0.00;1400.57;0.00;63.07;106.92;0.00;0.00;0.00;169.99;614.50;0.00;155.84;0.00;0.00;0.00;770.34;0.00;0.00;0.00;0.00;2814.42;0.00;0.00;0.00;0.00;754.28;0.00;0.00;14.86;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;769.13;3583.55;0.00;604.91;17.31;4.50;0.00;0.00;0.09;14.56;0.00;0.00;0.00;36.46;226.13;0.00;8.11;0.00;0.00;0.00;0.00;0.00;875.61;0.00;0.00;2020.51;0.00;0.00;0.00;0.00;0.00;0.00;2020.51;2896.12;0.00;0.00;0.00;50.00;50.00;0.00;102.27;74.62;0.00;207.12;253.41;0.00;0.00;687.43;3583.55
2014;confeccion;830059437;1.81;165.45;4.75;0.00;172.01;221.84;1239.80;0.00;0.00;0.00;1239.80;0.00;3.79;98.86;0.00;0.00;18.22;120.87;869.86;0.00;68.09;0.00;0.00;0.00;937.95;0.00;0.00;0.00;0.00;2692.46;0.00;0.00;0.00;0.00;723.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;723.97;3416.44;0.00;290.32;0.03;2.46;0.00;0.00;0.04;6.91;0.00;0.00;0.00;9.43;137.78;23.11;0.00;0.00;0.00;0.00;0.00;0.00;460.64;0.00;0.00;2363.71;0.00;0.00;0.00;0.00;0.00;0.00;2363.71;2824.35;0.00;0.00;0.00;50.00;50.00;0.00;102.27;74.62;0.00;148.99;216.20;0.00;0.00;592.09;3416.44
2013;confeccion;830059437;6.92;0.00;0.05;0.00;6.96;221.84;934.41;0.00;0.00;0.00;934.41;0.00;0.00;23.73;0.00;0.00;0.00;23.73;887.95;0.00;0.00;0.00;0.00;0.00;887.95;0.00;0.00;0.00;0.00;2074.89;0.00;0.00;0.00;0.00;823.68;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;823.68;2898.56;20.26;524.53;3.62;5.70;0.00;0.00;0.04;8.17;0.00;0.00;0.00;17.53;73.05;23.35;0.00;0.00;0.00;0.00;0.00;0.00;658.71;0.00;0.00;1790.57;0.00;0.00;0.00;0.00;0.00;0.00;1790.57;2449.28;0.00;0.00;0.00;50.00;50.00;0.00;102.27;74.62;0.00;46.42;175.97;0.00;0.00;449.29;2898.56
2012;confeccion;830059437;97.77;50.56;0.96;0.00;149.29;363.92;727.85;0.00;0.00;0.00;727.85;0.00;0.00;17.34;0.00;0.00;0.00;17.34;390.45;0.00;27.99;0.00;0.00;0.00;418.44;0.00;0.00;0.00;0.00;1676.84;0.00;0.00;0.00;0.00;515.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;515.83;2192.67;0.00;63.00;189.91;1.87;1401.16;0.00;0.10;4.42;0.00;3.08;0.00;1600.53;27.18;18.33;0.00;0.00;0.00;0.00;0.00;0.00;1709.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1709.03;0.00;0.00;0.00;50.00;50.00;0.00;102.27;74.62;0.00;54.71;202.03;0.00;0.00;483.64;2192.67
2011;confeccion;830059437;102.98;127.86;0.27;0.00;231.11;168.24;829.97;0.00;0.00;0.00;829.97;0.00;7.65;6.97;0.00;0.00;0.00;14.62;246.16;0.00;36.23;0.00;0.00;0.00;282.39;2.48;0.00;0.00;2.48;1528.82;0.00;0.00;0.00;0.00;420.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;420.62;1949.43;0.00;414.27;196.79;15.23;0.00;0.00;0.01;0.00;0.00;0.00;0.00;212.03;9.98;0.00;48.28;0.00;0.00;0.00;0.00;0.00;684.56;0.00;0.00;1056.11;0.00;0.00;0.00;0.00;95.18;0.00;1151.30;1835.86;0.00;0.00;0.00;50.00;50.00;0.00;124.90;52.00;0.00;290.91;177.59;0.00;0.00;113.58;1949.43
