BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;CONFECCION;900144157;0,70;116,98;0,00;0,00;117,68;0,00;3249,69;0,00;0,00;0,00;3249,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1788,93;1788,93;0,00;0,00;0,00;0,00;5156,29;0,00;0,00;0,00;0,00;420,78;0,00;2,21;2,21;0,00;0,00;0,00;0,87;0,00;0,87;0,00;0,00;0,00;423,86;5580,15;1131,43;1592,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;205,93;49,93;6,30;0,00;0,00;0,00;0,00;0,00;2985,62;1711,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1711,69;4697,30;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;0,00;282,84;0,00;0,00;882,84;5580,15
2019;CONFECCION;900144157;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2018;CONFECCION;900144157;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2017;CONFECCION;900144157;0,70;20,39;0,00;0,00;21,09;0,77;1904,85;0,00;0,00;0,00;1904,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;590,71;590,71;0,00;0,00;0,00;0,00;2517,42;0,00;0,00;0,00;0,00;363,68;0,00;0,00;0,00;0,00;0,00;0,00;1,57;0,00;1,57;0,00;0,00;0,00;365,25;2882,67;630,39;814,06;0,00;0,00;0,00;0,00;0,00;41,38;0,00;0,00;0,00;41,38;85,85;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1571,68;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1571,68;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;0,00;710,99;0,00;0,00;1310,99;2882,67
2016;CONFECCION;900144157;0,00;377,85;0,00;0,00;377,85;0,00;1948,53;0,00;0,00;0,00;1948,53;0,00;0,00;21,82;0,00;0,00;0,00;21,82;0,00;0,00;0,00;0,00;0,00;658,38;658,38;0,00;0,00;0,00;0,00;3006,58;1,48;0,00;0,00;0,00;261,13;0,00;0,00;0,00;0,00;0,00;253,14;0,00;0,00;253,14;0,00;0,00;0,00;515,75;3522,33;20,87;589,75;0,00;0,00;0,00;0,00;0,00;46,88;0,00;0,00;0,00;46,88;12,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;669,53;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;669,53;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;0,00;2252,80;0,00;0,00;2852,80;3522,33
2015;CONFECCION;900144157;1,50;23,11;0,00;0,00;24,61;295,41;1934,10;23,47;0,00;15,13;1942,44;0,00;150,98;192,56;0,21;0,00;16,79;360,54;442,20;183,65;160,39;264,72;93,45;2,41;1146,81;0,00;0,00;0,00;0,00;3769,81;0,00;0,00;0,00;0,00;641,47;0,00;0,00;0,00;9,90;0,00;0,00;0,00;0,00;0,00;0,00;2849,48;2849,48;3500,85;7270,66;1394,49;530,83;211,86;12,94;0,00;0,00;0,00;29,59;0,00;42,77;0,00;297,16;242,62;100,79;0,00;0,00;4,27;0,00;4,27;0,00;2570,15;992,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;992,69;3562,84;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;258,33;0,00;2849,48;0,00;3707,82;7270,66
2014;CONFECCION;900144157;1,79;20,14;0,00;0,00;21,93;149,99;1862,51;60,25;0,00;32,80;1889,95;0,00;145,41;195,44;1,43;0,00;9,24;351,51;355,06;85,14;137,17;321,83;80,72;0,00;979,91;0,00;0,00;0,00;0,00;3393,29;0,00;0,00;0,00;0,00;657,56;0,00;0,00;0,00;1,31;0,00;0,00;0,00;0,00;0,00;0,00;2849,48;2849,48;3508,35;6901,65;645,47;386,02;356,34;10,15;0,00;0,00;0,00;24,86;0,00;188,88;0,00;580,23;287,25;106,89;0,00;0,00;3,98;0,00;3,98;0,00;2009,84;1049,72;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1049,72;3059,56;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;392,60;0,00;2849,48;0,00;3842,08;6901,65
2013;CONFECCION;900144157;1,50;70,69;0,00;0,00;72,19;59,67;1763,04;0,00;0,00;23,06;1739,98;0,00;0,00;208,57;2,81;0,00;20,86;232,24;449,42;222,47;49,50;143,82;96,06;2,83;964,10;0,00;0,00;0,00;0,00;3068,17;0,00;0,00;0,00;0,00;801,30;0,00;0,00;0,00;1,29;0,00;0,00;0,00;0,00;0,00;0,00;1082,64;1082,64;1885,22;4953,39;802,43;444,52;369,71;0,00;0,00;0,00;0,00;21,99;0,00;9,52;0,00;401,22;331,04;105,94;0,00;0,00;2,64;0,00;2,64;0,00;2087,79;784,46;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;784,46;2872,25;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;381,79;16,71;1082,64;0,00;2081,14;4953,39
2012;CONFECCION;900144157;1,20;48,24;0,00;0,00;49,44;76,15;1652,74;40,00;0,00;10,54;1682,20;0,00;38,67;199,95;2,55;0,00;92,91;334,07;395,01;138,65;49,07;124,33;98,17;1,95;807,19;0,00;0,00;0,00;0,00;2949,05;0,00;0,00;0,00;0,00;851,69;0,00;0,00;0,00;1,42;0,00;0,00;0,00;0,00;0,00;0,00;1082,64;1082,64;1935,74;4884,79;1392,70;485,02;322,13;41,24;0,00;0,00;0,00;30,03;0,00;0,00;0,00;393,40;319,75;96,93;0,00;0,00;2,51;0,00;2,51;0,00;2690,31;0,00;0,00;138,40;0,00;0,00;0,00;0,00;0,00;0,00;138,40;2828,71;400,00;0,00;0,00;0,00;400,00;0,00;200,00;1082,64;0,00;373,45;0,00;0,00;0,00;2056,08;4884,79
2011;CONFECCION;900144157;1,20;6,63;0,16;0,00;7,99;33,87;1588,24;217,58;0,00;0,18;1805,65;0,00;1,30;168,92;5,27;0,00;20,97;196,47;332,85;142,03;54,51;192,84;61,26;1,29;784,76;1,75;0,00;0,00;1,75;2830,49;0,00;0,00;0,00;0,00;614,23;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1082,63;1082,63;1696,86;4527,35;1329,05;514,01;300,77;36,92;0,00;0,00;0,00;27,28;0,00;10,70;0,00;375,67;365,95;81,27;0,00;0,00;1,42;0,00;1,42;0,00;2667,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2667,37;400,00;0,00;0,00;0,00;400,00;0,00;200,00;0,00;0,00;177,34;0,00;1082,64;0,00;1859,97;4527,35
