BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;900134273;10,48;715,99;0;-;726,47;31,42;4.079,82;-;-;659,85;3.419,96;0;0;203,99;-;0;335,54;539,53;-;-;-;-;-;18.598,46;18.598,46;-;-;-;-;23.315,85;94,5;0;0;0;1.718,74;0;49;49;0;0;0;0;0;0;-;-;-;1.862,24;25.178,09;686,78;6.791,60;0;-;-;-;-;-;0;-;-;0;990,29;315,76;0;-;-;217,12;217,12;-;9.001,54;8.911,33;0;0;0;0;-;0;0;-;8.911,33;17.912,86;1.079,34;0;0;-;1.079,34;0;615,53;0;-;-;5.570,35;-;0;7.265,22;25.178,09
2019;900134273;-;263,51;-;-;263,51;0;3.781,69;-;-;-;3.781,69;-;0;209,95;-;0;0;209,95;-;-;-;-;-;14.219,29;14.219,29;-;-;-;-;18.474,44;120;0;0;0;1.873,57;0;49;49;0;0;0;0;0;0;-;-;-;2.042,57;20.517,01;1.172,61;3.135,23;-;-;-;-;-;342,71;0;-;166,38;509,09;628,64;-;-;-;-;-;-;-;5.445,56;8.407,66;0;0;0;-;-;0;0;-;8.407,66;13.853,22;1.079,34;0;0;-;1.079,34;0;586,89;0;-;-;4.997,56;-;0;6.663,79;20.517,01
2018;900134273;-;653,54;-;-;653,54;0;3.520,66;-;-;-;3.520,66;-;0;114,62;-;0;0;114,62;-;-;-;-;-;14.570,43;14.570,43;-;-;-;-;18.859,26;120;0;0;0;1.932,04;0;49;49;0;0;0;0;0;0;-;-;-;2.101,04;20.960,29;560,34;2.976,75;-;-;-;-;-;270,51;0;-;194,52;465,03;841,03;-;-;-;-;-;-;-;4.843,15;9.739,82;0;0;0;-;-;0;0;-;9.739,82;14.582,97;1.079,34;0;0;-;1.079,34;0;527,81;0;-;-;4.770,17;-;0;6.377,32;20.960,29
2017;900134273;139,67;346,06;-;-;485,73;0;4.526,83;-;-;-;4.526,83;0;0;137,47;-;0;0;137,47;-;-;-;-;-;14.673,64;14.673,64;-;-;-;-;19.823,67;120;0;0;0;2.037,49;0;49;49;0;0;0;0;0;0;-;-;-;2.206,49;22.030,16;8.066,84;5.617,22;46,36;-;-;-;-;272,68;0;-;0;319,05;702,54;-;-;-;-;-;-;-;14.705,65;0;0;-;0;0;0;0;1.537,94;-;1.537,94;16.243,59;1.079,34;0;0;-;1.079,34;0;471,63;0;-;-;4.235,60;-;0;5.786,57;22.030,16
2016;900134273;-;960,47;-;-;960,47;0;5.114,58;-;-;-;5.114,58;-;0;0;-;0;0;0;-;-;-;-;-;11.817,04;11.817,04;-;-;-;-;17.892,09;120;0;0;0;1.607,41;0;49;49;146,22;0;0;0;0;0;-;-;-;1.922,63;19.814,72;8.461,70;3.506,20;-;-;-;-;-;236,54;0;-;171,42;407,95;714,01;-;-;-;-;-;-;-;13.089,86;1.350,96;0;0;0;-;-;0;0;-;1.350,96;14.440,81;1.079,34;0;0;-;1.079,34;0;331,88;0;-;-;3.962,69;-;0;5.373,91;19.814,72
2015;900134273;24,37;828,14;321,01;0;1.173,52;22,1;5.899,97;0;0;0;5.899,97;0;112,05;11,34;14,03;-;0,09;137,51;4.012,67;0;0;4.363,52;0;159,89;8.536,08;0;0;0;0;15.769,17;0;-;-;0;1.059,73;-;-;49;0;-;-;-;-;0;0;0;0;1.108,73;16.877,89;7.774,92;1.935,93;247,92;62,87;246;0;0;34,49;-;42,48;0;633,76;847,77;214,36;0;0;165,8;0;165,8;0;11.572,54;830;0;0;0;0;0;0;0;0;830;12.402,54;1.079,34;-;-;0;1.079,34;0;223,53;0;0;1.084,57;2.087,92;0;-;4.475,35;16.877,89
2014;900134273;12,8;340,48;0;0;353,28;7,03;4.256,53;0;0;7,65;4.248,88;0;62,38;0;23,57;-;0;85,95;3.244,61;0;0;3.385,19;0;567,56;7.197,36;0;0;0;0;11.892,50;0;-;-;0;551,05;-;-;49;0;-;-;-;-;0;0;0;0;600,05;12.492,55;4.142,78;2.420,54;257,8;50,09;0;0;0;26,52;-;80,2;0;414,61;267,06;135,51;0;0;79,1;0;79,1;0;7.459,59;976,1;0;655,56;0;0;0;0;0;0;1.631,67;9.091,26;1.079,34;-;-;0;1.079,34;0;149,51;0;0;740,14;1.432,30;0;-;3.401,29;12.492,55
2013;900134273;8,2;144,65;0;0;152,85;228,32;3.457,97;0;0;7,65;3.450,32;0;30,31;0;20,44;-;5,35;56,11;1.804,95;0;0;1.941,79;0;1.435,71;5.182,45;0;0;0;0;9.070,04;0;-;-;0;437,72;-;-;49;0;-;-;-;-;0;0;0;0;486,72;9.556,76;3.057,83;1.139,67;165,4;25,09;0;0;0;11,27;-;90,67;0;292,44;285,06;110,07;0;0;56,04;0;56,04;0;4.941,11;1.318,67;0;713,6;0;0;0;0;0;0;2.032,27;6.973,38;1.001,57;-;-;0;1.001,57;0;97,32;0;0;521,93;962,57;0;-;2.583,39;9.556,76
2012;900134273;39,17;131,13;0;0;170,3;122,25;2.232,74;0;0;7,65;2.225,09;0;40,63;0;17,66;-;20,01;78,31;999,83;0;0;1.807,23;0;859,75;3.666,82;0;0;0;0;6.262,75;0;-;-;0;410,96;-;-;49;0;-;-;-;-;0;0;0;0;459,96;6.722,71;1.258,58;634,8;165,98;19,95;0;0;0;14,06;-;251,81;0;451,81;388,03;68,2;0;0;55,87;0,25;56,12;0;2.857,53;1.719,80;0;785,49;0;0;0;0;0;0;2.505,29;5.362,82;300;-;-;0;300;0;54,46;0;0;428,6;576,83;0;-;1.359,89;6.722,71
2011;900134273;57,6;18,48;0;0;76,08;0;2.757,24;0;0;141,29;2.615,96;0;58,81;0;28,16;-;98,94;185,91;739,24;7,09;0;1.880,12;0;745,84;3.372,29;0;0;0;0;6.250,24;0;-;-;0;322,88;-;-;49;0;-;-;-;-;0;0;0;0;371,88;6.622,12;431,49;1.712,64;298,56;19,32;10,41;0;0;13,35;-;278,22;0;619,85;200,44;46,18;0;0;36,73;3,58;40,31;0;3.050,91;1.884,54;0;755,39;0;0;0;0;0;0;2.639,93;5.690,84;300;-;-;0;300;0;1,78;0;0;346,35;283,15;0;-;931,28;6.622,12
2010;900134273;98,98;150,86;0;0;249,84;0;3.320,84;0;0;170,33;3.150,51;0;36,92;156,94;4,29;-;62,5;260,64;450,49;0;646,63;47,61;0;1.032,77;2.177,50;0;0;0;0;5.838,49;0;-;-;0;330,18;-;-;49;0;-;-;-;-;0;0;0;0;379,18;6.217,68;1.290,68;972,59;172,77;24,43;0;0;0;12,08;-;429,26;0;638,54;348,81;33,17;73,96;0;61,47;0,54;62,02;0;3.419,76;2.212,99;0;0;0;0;0;0;0;0;2.212,99;5.632,75;300;-;-;0;300;0;1,78;0;0;164,46;118,7;0;-;584,93;6.217,68
2009;900134273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2008;900134273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900134273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900134273;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
