BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860023385;0,3;2.490,37;0;-;2.490,67;0;9.852,11;-;-;911,82;8.940,28;0;2,53;0;-;0;5.919,06;5.921,59;-;-;-;-;-;9.009,27;9.009,27;-;-;-;-;26.361,81;0;0;0;0;4.675,29;0;0;0;3,78;0;0;0;0;0;-;-;-;4.679,07;31.040,88;4.447,17;15.393,64;0;-;-;-;-;-;0;-;-;0;569,53;916,85;1.004,23;-;-;6.098,24;6.098,24;-;28.429,66;153,96;0;0;0;0;-;0;0;-;153,96;28.583,62;1,22;0;0;-;1,22;0;2.841,88;0;-;-;-385,84;-;0;2.457,26;31.040,88
2019;860023385;-;2.243,49;-;-;2.243,49;5,56;11.488,88;-;-;-;11.488,88;-;0;1.590,50;-;0;0;1.590,50;-;-;-;-;-;12.209,57;12.209,57;-;-;-;-;27.538,00;0;0;0;0;5.267,47;0;0;0;0;0;0;0;0;0;-;-;-;5.267,47;32.805,47;149,32;17.750,45;-;-;-;-;-;957,03;583,95;-;6.848,14;8.389,12;2.513,96;-;-;-;-;-;-;-;28.802,85;112,78;0;0;0;-;-;382,47;0;-;495,25;29.298,10;1,22;0;0;-;1,22;0;68,55;0;-;-;3.437,61;-;0;3.507,38;32.805,47
2018;860023385;-;1.198,84;-;-;1.198,84;2.483,35;6.247,27;-;-;-;6.247,27;-;0;280,57;-;0;28,05;308,62;-;-;-;-;-;4.697,59;4.697,59;-;-;-;-;14.935,66;0;0;0;0;2.568,41;0;0;0;0;0;0;0;0;0;-;-;-;2.568,41;17.504,08;110,1;10.937,40;-;-;-;-;-;842,9;589,01;-;3.529,46;4.961,38;212,03;-;-;-;-;-;-;-;16.220,91;167,65;0;0;0;-;-;381,47;0;-;549,12;16.770,03;1,22;0;0;-;1,22;0;0;0;-;-;732,82;-;0;734,04;17.504,08
2017;860023385;0;1.806,74;-;-;1.806,74;0;5.793,23;-;-;-;5.793,23;0;0;494,08;-;0;88,55;582,63;-;-;-;-;-;4.504,08;4.504,08;-;-;-;-;12.686,67;0;0;0;0;1.903,84;0;0;0;0;0;0;0;0;0;-;-;-;1.903,84;14.590,50;102,68;11.793,06;162,53;-;-;-;-;969,37;769,47;-;0;1.901,37;0;-;-;-;-;-;-;-;13.797,10;127,91;0;-;0;0;0;0;0;-;127,91;13.925,01;1,22;0;0;-;1,22;0;263,81;0;-;-;400,47;-;0;665,5;14.590,50
2016;860023385;-;1.038,46;-;-;1.038,46;0;6.524,50;-;-;-;6.524,50;-;0;764,72;-;0;0;764,72;-;-;-;-;-;5.252,19;5.252,19;-;-;-;-;13.579,87;0;0;0;0;2.106,04;0;0;0;155,45;0;0;0;0;0;-;-;-;2.261,49;15.841,37;345,68;12.463,70;-;-;-;-;-;0;1.307,89;-;0;1.307,89;38,28;-;-;-;-;-;-;-;14.155,55;0;0;0;0;-;-;0;0;-;0;14.155,55;1,22;0;0;-;1,22;0;1.857,11;0;-;-;-172,51;-;0;1.685,82;15.841,37
2015;860023385;0;2.126,86;0;0;2.126,86;0;5.206,56;0;0;98,4;5.108,15;0;309,67;568,07;28,52;-;2.339,38;3.245,63;0;0;0;291,86;0;2.004,21;2.296,08;0;386,88;0;386,88;13.163,59;0;-;-;0;552,77;-;-;216,34;0;-;-;-;-;0;0;1.260,70;1.260,70;2.029,80;15.193,40;117,24;6.826,78;181,87;0;0;0;0;60,82;-;290,76;0;533,45;120,48;238,55;1.937,02;0;3.355,83;0;3.355,83;0;13.129,33;0;0;0;0;0;0;0;0;0;0;13.129,33;1,22;-;-;0;1,22;0;1.554,50;538,34;0;-1.290,70;0;1.260,70;-;2.064,06;15.193,40
2014;860023385;0;1.925,20;0;0;1.925,20;0;3.269,63;0;0;29,16;3.240,46;0;17,55;381,17;4,22;-;1.187,41;1.590,35;0;0;0;1.594,33;0;0;1.594,33;0;386,88;0;386,88;8.737,22;0;-;-;0;399,48;-;-;0;0;-;-;-;-;0;0;1.260,70;1.260,70;1.660,17;10.397,39;47,47;2.526,92;178,78;13,75;0;0;0;43,28;-;146,98;0;382,79;718,62;221,85;1.417,93;0;1.727,06;0;1.727,06;0;7.042,63;0;0;0;0;0;0;0;0;0;0;7.042,63;1,22;-;-;0;1,22;0;1.743,31;538,34;0;-188,81;0;1.260,70;-;3.354,76;10.397,39
2013;860023385;0;1.898,35;0;0;1.898,35;0;3.058,30;771,51;0;62,97;3.766,84;0;98,65;436,08;5,09;-;1.686,64;2.226,45;0;0;0;172,06;0;1.209,48;1.381,54;96,21;211,09;0;307,3;9.580,47;0;-;-;0;256,63;-;-;0;0;-;-;-;-;0;0;972,1;972,1;1.228,72;10.809,19;0;964,24;29,72;6,71;0;0;0,16;39,92;-;78,44;0;154,94;22,8;156,97;1.744,08;0;4.511,21;0;4.511,21;0;7.554,22;0;0;0;0;0;0;0;0;0;0;7.554,22;1,22;-;-;0;1,22;0;1.704,06;538,34;0;39,25;0;972,1;-;3.254,97;10.809,19
2012;860023385;4,42;1.267,48;0;0;1.271,90;2,48;2.904,85;739,49;0;9,21;3.635,13;0;51,22;400,08;1,44;-;58,49;511,22;0;0;0;423,38;0;1.393,50;1.816,88;131,66;278,67;0;410,33;7.647,94;0;-;-;0;275,39;-;-;0;5,92;-;-;-;-;0;0;972,1;972,1;1.253,41;8.901,35;0;2.824,42;31,78;9,6;0;0,2;0,05;36,12;-;16,73;0;94,48;22,8;160,76;1.071,99;0;1.488,40;0;1.488,40;0;5.662,84;0;0;0;22,8;0;0;0;0;0;22,8;5.685,64;1,22;-;-;0;1,22;0;1.690,99;538,34;0;13,06;0;972,1;-;3.215,71;8.901,35
2011;860023385;4,45;2.138,92;0;0;2.143,37;2,48;2.564,60;907,48;0;9,21;3.462,88;0;6,23;212,92;0,48;-;395,33;614,96;0;0;0;357,72;0;1.073,22;1.430,93;288,68;0;0;288,68;7.943,31;0;-;-;0;379,51;-;-;0;0;-;-;-;-;0;0;757,66;757,66;1.137,17;9.080,48;0;2.568,65;73,39;9,53;0;0,25;0,05;32,98;-;0;0;116,21;69,11;101,56;1.319,32;0;1.010,43;0;1.010,43;0;5.185,27;0;0;0;0;0;0;0;0;0;0;5.185,27;1,22;-;-;0;1,22;0;1.669,18;538,34;0;928,81;0;757,66;-;3.895,22;9.080,48
