BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;890312630;10,69;4.615,09;0;-;4.625,79;2.109,95;26.950,55;-;-;395,14;26.555,41;0;195,36;388,26;-;0;424,43;1.008,06;-;-;-;-;-;21.372,18;21.372,18;-;-;-;-;55.671,38;8.934,91;0;0;0;18.354,29;26,89;0;26,89;927,86;0;0;110,48;0;110,48;-;-;-;28.354,44;84.025,81;1.838,63;17.043,26;-;-;-;-;-;-;0;-;0;0;1.726,74;-;700,56;-;-;417,65;417,65;-;21.726,84;2.193,81;0;0;0;-;-;2.797,52;113,07;-;5.104,39;26.831,23;1.327,51;8.180,56;0;-;9.508,06;7.402,23;580;0;-;-;39.704,29;-;0;57.194,58;84.025,81
2019;890312630;-;3.259,66;-;-;3.259,66;0;25.068,43;-;-;-;25.068,43;-;0;83,91;-;0;296,9;380,81;-;-;-;-;-;18.091,24;18.091,24;-;-;-;-;46.800,14;8.835,99;0;0;0;17.555,64;0;19,57;19,57;346,51;0;0;64,35;0;64,35;-;-;-;26.822,07;73.622,21;1.200,47;17.035,90;-;-;-;-;-;550,54;65,01;-;195,11;810,67;1.991,60;-;-;-;-;-;-;-;21.038,64;666,15;0;236,77;0;-;-;2.387,49;66,17;-;3.356,57;24.395,21;1.160,00;8.180,56;0;-;9.340,56;7.336,77;580;0;-;-;31.969,67;-;0;49.227,00;73.622,21
2018;890312630;-;940,95;-;-;940,95;0;24.343,77;-;-;-;24.343,77;-;0;70,19;-;0;166,07;236,26;-;-;-;-;-;16.822,82;16.822,82;-;-;-;-;42.343,81;2.102,60;0;0;0;16.491,92;0;56,51;56,51;215,34;0;0;0;0;0;-;-;-;18.866,36;61.210,17;2.502,99;16.904,42;-;-;-;-;-;498,63;82;68,54;0;649,17;624,64;-;-;-;-;-;-;-;20.681,22;1.017,39;0;224,92;0;-;-;1.825,36;0;-;3.067,67;23.748,89;1.160,00;8.180,56;0;-;9.340,56;7.165,36;580;0;-;-;20.375,36;-;0;37.461,28;61.210,17
2017;890312630;7,9;885,28;-;-;893,18;16,23;19.971,99;-;-;-;19.971,99;0;0;500,34;-;0;174,47;674,81;-;-;-;-;-;13.713,98;13.713,98;-;-;-;-;35.270,19;0;0;0;0;15.415,13;0;0;0;233,98;0;0;2.226,69;0;2.226,69;-;-;-;17.875,80;53.145,98;1.400,11;12.615,41;26,78;-;-;-;-;476,15;50,35;-;0;553,28;583,01;-;-;-;-;-;-;-;15.151,81;331,6;1.878,70;-;0;215,49;0;0;0;-;2.425,79;17.577,60;1.160,00;8.180,56;0;-;9.340,56;7.166,99;580;0;-;-;18.480,85;-;0;35.568,39;53.145,98
2016;890312630;-;1.860,91;-;-;1.860,91;0;18.091,71;-;-;-;18.091,71;-;0;1.062,20;-;0;204,63;1.266,83;-;-;-;-;-;12.951,14;12.951,14;-;-;-;-;34.170,59;2.020,66;0;0;0;15.854,67;0;120,95;120,95;151,37;0;0;0;0;0;-;-;-;18.147,64;52.318,24;1.556,20;12.876,20;-;-;-;-;-;425,27;83,5;-;34,92;543,69;277,89;-;-;-;-;-;-;-;15.253,98;1.616,47;0;174,36;0;-;-;1.843,23;0;-;3.634,05;18.888,04;1.160,00;8.180,56;0;-;9.340,56;7.705,01;580;3.097,34;-;-;12.707,30;-;0;33.430,20;52.318,24
2015;890312630;-;1.346,68;-;-;1.346,68;0;13.955,99;-;-;-;13.955,99;0;0;1.054,52;-;0;16,12;1.070,64;-;-;-;-;-;11.916,58;11.916,58;-;-;-;-;28.289,89;1.813,88;0;0;0;15.380,37;0;816,65;816,65;0;0;0;0;0;0;-;-;-;18.010,91;46.300,79;944,19;10.709,45;-;-;-;-;-;401,85;142,43;-;75,03;619,31;782,27;-;-;-;-;0;0;-;13.055,23;1.312,29;0;154,37;0;-;-;0;0;-;1.466,67;14.521,89;1.160,00;8.180,56;0;-;9.340,56;0;580;2.659,06;-;946,93;18.252,35;-;0;31.778,90;46.300,79
2014;890312630;31,5;1.437,48;5,59;0;1.474,57;297,17;13.539,39;0;159,34;159,34;13.539,39;0;89,72;645,09;169,31;-;1.124,11;2.028,23;3.815,78;9,49;1.483,63;1.166,76;0;1.327,20;7.802,86;0;0;0;0;25.142,22;941,56;-;-;0;5.090,35;-;-;1.130,22;153;-;-;-;-;0;1.107,66;8.945,69;10.053,35;17.368,47;42.510,68;2.778,03;6.161,36;837,12;126,05;0;11,05;2,15;7,22;-;3,26;837,67;1.824,52;0;431,53;100,29;0;31,76;0;31,76;0;11.327,49;0;0;0;0;0;0;0;0;0;0;11.327,49;1.160,00;-;-;0;1.160,00;8.180,56;580;2.517,55;0;1.472,10;7.219,65;10.053,35;-;31.183,20;42.510,68
2013;890312630;31,03;931,94;5,6;0;968,57;372,3;11.988,79;0;159,34;159,34;11.988,79;0;137,21;379,7;217,6;-;298,58;1.033,08;4.184,80;0;1.157,11;2.452,72;0;2.169,52;9.964,15;0;0;0;0;24.326,89;1.007,29;-;-;0;5.949,33;-;-;799,36;16,58;-;-;-;-;0;719,41;6.827,40;7.546,81;15.319,36;39.646,26;2.218,20;7.118,72;1.259,13;89,92;235,54;8,59;0,96;8,18;-;12,68;767,69;2.382,69;87,78;438,85;94,25;0;98,08;0;98,08;0;12.438,56;3,14;0;0;0;0;0;0;0;0;3,14;12.441,69;1.160,00;-;-;0;1.160,00;8.180,56;568,35;2.517,55;0;2.205,13;5.026,17;7.546,81;-;27.204,57;39.646,26
2012;890312630;12,75;525,34;4,04;0;542,14;346,45;11.450,53;0;172,89;172,89;11.450,53;0;300,34;276,84;190,82;-;502,76;1.270,76;2.644,24;0;1.121,74;1.378,88;0;2.312,49;7.457,35;0;0;0;0;21.067,23;2.214,17;-;-;0;5.217,69;-;-;4.028,00;21,15;-;-;-;-;21,46;1.251,79;6.827,40;8.079,19;19.581,65;40.648,88;1.368,93;7.463,86;1.226,03;161,44;300;28,08;1,81;7,76;-;16,44;1.581,73;3.323,29;444,44;414,29;93,06;0;10,92;0;10,92;0;13.118,78;3,14;0;0;0;0;0;0;0;0;3,14;13.121,92;1.160,00;-;-;0;1.160,00;9.962,56;433,87;2.730,60;0;1.344,80;3.815,96;8.079,19;-;27.526,96;40.648,88
2011;890312630;7,85;864,53;17,33;0;889,71;452,29;9.134,67;0;54,15;54,16;9.134,67;0;337,54;1.007,88;110,05;-;208,4;1.663,86;2.722,23;0;812,27;1.196,69;0;1.521,36;6.252,56;0;0;0;0;18.393,09;2.161,27;-;-;0;5.327,24;-;-;3.232,00;226,52;-;-;-;-;21,46;1.251,79;6.827,40;8.079,19;19.047,66;37.440,75;732,68;5.675,25;845,73;102,71;0;17,86;0,96;5,24;-;4,13;1.861,82;2.838,45;601,96;379,31;39,79;0;15,97;0;15,97;0;10.283,40;3,14;0;0;0;0;0;0;0;0;3,14;10.286,54;1.160,00;-;-;0;1.160,00;9.962,56;427,83;2.730,60;0;60,43;4.733,62;8.079,19;-;27.154,21;37.440,75
