ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;900496469;84.170,35;77.685,84;6.484,51;0;2.716,72;85,81;3.853,59;0,5;469,77;469,77;-;-;3.384,33;1.046,91;0;2.337,41;10,65;-
2019;900496469;77.196,10;71.116,16;6.079,94;2.956,09;0;-96,15;3.027,69;1,31;437,08;437,08;0;0;2.591,93;975,23;0;1.616,70;9,29;-
2018;900496469;66.294,24;62.810,42;3.483,82;2.573,99;0;1,23;911,06;1,31;378,07;378,07;-;0;534,3;313,1;0;221,2;11,85;-
2017;900496469;57.053,27;52.881,72;4.171,56;2.212,49;0;6,91;1.965,98;1,02;322,9;322,9;0;0;1.644,10;682,91;0;961,19;6,72;-
2016;900496469;51.998,76;48.006,76;3.992,00;2.069,85;0;-81,5;1.840,65;1,48;297,08;297,08;-;-;1.545,05;660,86;0;884,18;18,14;-
2015;900496469;49.591,54;46.728,40;2.863,14;2.137,42;0;-;725,72;54,82;320,57;5,15;315,43;-;459,97;253,6;-;206,38;-;-
2014;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2013;900496469;50.209,12;46.693,43;3.515,69;1.073,96;0;-;2.441,73;218,05;352,87;-;-;-;2.306,91;884,63;-;1.422,28;8,48;0
2012;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2009;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2008;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900496469;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
