ESTADO DE RESULTADOS;NIT;Ingresos Operacionales;Costo De Ventas Y De Prestación De Servicios;UTILIDAD BRUTA;Gastos Operacionales De Administración;Gastos Operacionales De Ventas;Otras ganancias (pérdidas) Operaciones por Ajuste Niif;UTILIDAD OPERACIONAL;Ingresos No Operacionales;Gastos No Operacionales;Intereses Financieros;Otros Gastos No Operacionales;Ajustes No Operacionales Normas Internacionales;UTILIDAD ANTES DE IMPUESTOS Y AJUSTES X INFLACION;Impuesto De Renta Y Complementarios;Ganancia (pérdida) procedente de operaciones discontinuadas;GANANCIAS Y PERDIDAS;Depreciacion del Periodo;Amortizaciones
2020;900618834;379.396,20;281.543,94;97.852,26;0;93.546,89;753,39;5.058,76;14.772,11;23.953,75;23.953,75;-;-12,13;-4.135,02;-126,12;0;-4.008,90;4.830,45;-
2019;900618834;64.078,09;47.857,92;16.220,17;12.421,52;0;464,36;4.263,01;1.596,00;2.032,05;2.032,05;0;0;3.826,96;1.172,94;0;2.654,02;169,24;-
2018;900618834;54.696,02;41.166,45;13.529,57;10.089,56;0;-318,65;3.121,36;1.514,07;2.496,94;2.496,94;-;0;2.138,49;1.137,39;0;1.001,09;158,61;-
2017;900618834;47.483,84;34.889,63;12.594,22;8.052,75;0;342,78;4.884,25;886,4;1.191,09;1.191,09;0;0;4.579,56;1.907,24;0;2.672,32;178,79;-
2016;900618834;31.764,96;22.140,73;9.624,23;0;7.083,15;442,48;2.983,56;1.799,88;1.889,03;1.889,03;0;0;2.894,40;1.210,85;0;1.683,55;197,28;-
2015;900618834;13.398,66;6.176,60;6.970,42;0;5.988,75;0;1.233,31;1.916,75;2.931,24;2.931,24;-;0;218,82;436,09;0;-217,26;92,15;-
2014;900618834;8.844,75;4.815,76;4.028,98;3.631,00;0;-;397,98;677,79;1.295,52;-;-;-;-219,75;33,18;-;-252,92;49,36;23,84
2013;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2012;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2010;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2009;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2008;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2007;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2006;900618834;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
