BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;860045117;8,37;2.850,17;0;-;2.858,54;0;1.273,44;-;-;172,46;1.100,98;0;16,73;305,76;-;0;161,2;483,69;-;-;-;-;-;4.267,81;4.267,81;-;-;-;-;8.711,01;0;0;0;0;10.827,25;0;0;0;83,22;0;0;0;0;0;-;-;-;10.910,47;19.621,49;383,53;262,02;60,7;-;-;-;-;-;0;-;-;60,7;361,07;80,36;0;-;-;6,59;6,59;-;1.154,27;3.238,96;0;0;0;0;-;179,16;0;-;3.418,13;4.572,40;2.600,00;0;0;-;2.600,00;130;1.300,00;0;-;-;11.019,09;-;0;15.049,09;19.621,49
2019;860045117;-;2.329,92;-;-;2.329,92;0;2.968,66;-;-;-;2.968,66;-;0;308,43;-;0;16,05;324,49;-;-;-;-;-;3.048,13;3.048,13;-;-;-;-;8.671,19;0;0;0;0;10.906,57;0;0;0;76,59;0;0;0;0;0;-;-;-;10.983,16;19.654,35;596,68;1.106,20;-;-;-;-;-;95,4;0;-;8,59;103,99;230,74;-;-;-;-;-;-;-;2.037,60;3.153,84;0;0;0;-;-;191,2;0;-;3.345,04;5.382,64;2.600,00;0;0;-;2.600,00;130;1.300,00;0;-;-;10.241,70;-;0;14.271,70;19.654,35
2018;860045117;-;835,68;-;-;835,68;0;2.540,85;-;-;-;2.540,85;-;0;638,77;-;0;12,94;651,71;-;-;-;-;-;5.982,47;5.982,47;-;-;-;-;10.010,71;0;0;0;0;11.092,94;0;0;0;56,19;0;0;0;0;0;-;-;-;11.149,13;21.159,83;0;1.795,71;-;-;-;-;-;96,93;0;-;2,29;99,21;292,41;-;-;-;-;-;-;-;2.187,32;2.568,78;1.741,68;0;0;-;-;234,53;0;-;4.544,99;6.732,31;2.600,00;0;0;-;2.600,00;130;1.292,08;0;-;-;10.405,44;-;0;14.427,52;21.159,83
2017;860045117;17,47;1.154,47;-;-;1.171,93;0;3.701,08;-;-;-;3.701,08;0;0;620,94;-;0;0;620,94;-;-;-;-;-;2.628,15;2.628,15;-;-;-;-;8.122,11;0;0;0;0;11.245,68;0;0;0;308,33;0;0;0;0;0;-;-;-;11.554,01;19.676,11;0;1.555,60;1,42;-;-;-;-;94,69;0;-;0;96,11;233,81;-;-;-;-;-;-;-;1.885,52;2.340,92;1.440,96;-;0;0;0;166,42;0;-;3.948,30;5.833,82;2.600,00;0;0;-;2.600,00;130;1.202,31;0;-;-;9.909,98;-;0;13.842,30;19.676,11
2016;860045117;-;1.035,53;-;-;1.035,53;0;2.376,59;-;-;-;2.376,59;-;0;458,22;-;0;67,12;525,34;-;-;-;-;-;3.605,69;3.605,69;-;-;-;-;7.543,15;0;0;0;0;10.958,87;0;0;0;0;0;0;0;0;0;-;-;-;10.958,87;18.502,02;0;1.466,57;-;-;-;-;-;113,94;0;-;25,47;139,4;195,44;-;-;-;-;-;-;-;1.801,41;0;4.068,54;0;0;-;-;123,57;0;-;4.192,10;5.993,52;2.600,00;0;0;-;2.600,00;1.716,96;1.219,81;0;-;-;6.971,74;-;0;12.508,51;18.502,02
2015;860045117;6,17;200,21;729,12;0;935,49;0;2.537,27;0;57,07;45,2;2.549,14;0;66,58;343;49,99;-;202,05;661,62;1.590,00;0;438,53;18,47;36,6;2.285,92;4.369,51;7,79;0;0;7,79;8.523,55;0;-;-;0;1.783,26;-;-;6.125,53;0;-;-;-;-;0;0;7.233,54;7.233,54;15.142,32;23.665,88;0;3.280,57;249,09;16,9;726,85;0,91;0;0;-;2,71;0;996,46;21,37;95,34;0;0;175,24;0;175,24;0;4.568,98;4.730,97;0;0;0;0;0;0;0;0;4.730,97;9.299,95;2.600,00;-;-;0;2.600,00;0;1.219,81;1.611,60;0;-573,69;2.288,17;7.220,04;-;14.365,93;23.665,88
2014;860045117;14,48;423,86;1.620,07;0;2.058,41;0;1.735,64;0;25,56;14,52;1.746,68;0;1.121,69;729,56;88,52;-;471,84;2.411,61;1.667,28;0;388,57;12,32;31,93;47,92;2.148,02;4,87;0;0;4,87;8.369,60;0;-;-;0;1.638,88;-;-;16,97;0;-;-;-;-;0;0;2.917,00;2.917,00;4.572,85;12.942,44;35,74;65,07;43,66;0;1.221,33;0;0;0;-;0;0;1.264,99;549,34;72,82;0;0;0;237,58;237,58;0;2.225,55;0;0;0;0;0;0;0;0;0;0;2.225,55;2.600,00;-;-;0;2.600,00;0;1.154,22;1.665,85;0;695,48;1.697,85;2.903,50;-;10.716,90;12.942,44
2013;860045117;5,9;148,13;1.252,98;0;1.407,01;0;1.417,19;56,83;66,76;18,66;1.522,12;0;226,87;808,26;57,01;-;201,86;1.293,99;2.256,61;0;687,4;0;53;48,24;3.045,25;0;39,65;0;39,65;7.308,03;35,94;-;-;0;1.897,28;-;-;52,62;0;-;-;-;-;0;0;2.917,00;2.917,00;4.902,85;12.210,87;0;60,32;88,91;12,19;1.477,03;0,8;0,11;3,63;-;10,54;0;1.593,21;209,09;53,66;17,96;0;6,1;0;6,1;0;1.940,33;0;0;0;0;0;0;0;0;0;0;1.940,33;2.600,00;-;-;0;2.600,00;0;1.119,07;1.640,04;0;623,83;1.384,10;2.903,50;-;10.270,54;12.210,87
2012;860045117;5,6;24,09;313,71;0;343,39;0;1.370,12;77,88;65,24;9,47;1.503,77;0;438,99;677,34;63,4;-;492,9;1.672,64;2.045,39;0;489,82;0;7,68;10,89;2.553,78;0;0;0;0;6.073,58;189,9;-;-;0;1.080,58;-;-;67,86;72,45;-;-;-;-;0;341,09;2.386,84;2.727,93;4.138,72;10.212,30;242,33;718,05;39,61;7,85;1.696,13;0,82;0;7,23;-;3,97;0;1.755,60;167,35;34,8;37,7;0;2,42;0,07;2,48;0;2.958,31;0;0;0;0;0;0;0;0;0;0;2.958,31;2.000,00;-;-;0;2.000,00;0;435,89;1.293,14;0;37,02;771,63;2.716,31;-;7.253,98;10.212,30
2011;860045117;6,22;28,26;698,75;0;733,23;0;1.918,01;81,18;0;14,87;1.984,32;0;171,1;373,88;47,4;-;410,49;1.002,87;1.170,68;0;599,26;0;7,16;13,48;1.790,58;0;0;0;0;5.511,00;189,9;-;-;0;1.343,43;-;-;79,98;96,77;-;-;-;-;0;341,09;2.386,84;2.727,93;4.437,99;9.949,00;491,26;58,47;21,87;10,71;1.849,84;1,24;0;0;-;0;0;1.883,66;223,14;36,85;11,82;0;0,87;0;0,87;0;2.706,08;0;0;0;0;0;0;0;0;0;0;2.706,08;2.000,00;-;-;0;2.000,00;0;420,81;1.325,32;0;150,82;629,67;2.716,31;-;7.242,92;9.949,00
