BALANCE GENERAL;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;900062992;82,41;322,09;0;-;404,5;0;9.451,13;-;-;629,63;8.821,50;0;0;0;-;0;0;0;-;-;-;-;-;11.679,59;11.679,59;-;-;-;-;20.905,58;741,48;0;13,85;13,85;11.671,94;0;0;0;0;0;0;247;0;247;-;-;-;12.674,27;33.579,85;3.331,89;7.417,63;-;-;-;-;-;-;0;-;0;0;453,54;354,84;0;-;-;0;0;-;11.557,89;0;1.433,29;0;0;-;-;891,74;223,37;-;2.548,39;14.106,28;850;0;0;-;850;0;6.525,00;0;-;-;12.098,57;-;0;19.473,57;33.579,85
2019;900062992;-;527,09;-;-;527,09;0;7.824,12;-;-;-;7.824,12;-;0;0;-;0;213,99;213,99;-;-;-;-;-;9.716,48;9.716,48;-;-;-;-;18.281,68;729,5;0;0;0;11.799,64;0;0;0;0;0;0;10,31;0;10,31;-;-;-;12.539,45;30.821,12;3.618,82;4.399,61;-;-;-;-;-;300;0;-;0;300;607,59;-;-;-;-;-;-;-;8.926,02;0;1.781,11;0;0;-;-;576,74;227,21;-;2.585,06;11.511,08;850;0;0;-;850;0;6.525,00;0;-;-;11.935,05;-;0;19.310,05;30.821,12
2018;900062992;-;160,31;-;-;160,31;8,82;7.762,71;-;-;-;7.762,71;-;-;28,88;-;0;0;28,88;-;-;-;-;-;11.900,71;11.900,71;-;-;-;-;19.861,43;729,5;0;0;0;11.975,98;0;0;0;334,86;0;0;64,33;0;64,33;-;-;-;13.104,67;32.966,10;4.371,61;6.348,05;-;-;-;-;-;260,5;0;0;0;260,5;625,94;-;-;-;-;-;-;-;11.606,09;0;0;0;0;-;-;891,74;1.963,70;-;2.855,43;14.461,52;850;0;0;-;850;0;6.525,00;0;-;-;11.129,57;-;0;18.504,57;32.966,10
2017;900062992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2016;900062992;-;1.315,43;-;-;1.315,43;0;9.238,12;-;-;-;9.238,12;-;0;608,38;-;0;0;608,38;-;-;-;-;-;9.439,12;9.439,12;-;-;-;-;20.601,05;997,29;0;0;0;5.149,27;-;-;0;0;0;0;0;0;0;-;-;-;6.146,56;26.747,60;151,91;8.741,94;-;-;-;-;-;264,15;0;-;0;264,15;927,86;-;-;-;-;-;-;-;10.085,86;3.867,11;0;0;0;-;-;0;1.299,74;-;5.166,84;15.252,70;850;0;0;-;850;3.707,46;646,02;0;-;-;6.291,42;-;0;11.494,90;26.747,60
2015;900062992;178,51;1.288,87;0;0;1.467,39;700,44;6.083,46;0;0;25,57;6.057,89;0;391,62;668,68;12,27;-;425,35;1.497,92;2.224,85;645,41;4.483,90;0;0;0;7.354,16;1,18;0;0;1,18;17.078,97;0;-;-;0;5.168,98;-;-;0;0;-;-;-;-;0;0;0;0;5.168,98;22.247,95;919,07;6.119,89;0;13,48;0;4,98;0,16;31,97;-;10,62;0;61,19;930,35;187,11;0;0;0;0;0;0;8.217,61;3.293,95;0;0;0;0;0;0;0,3;0;3.294,25;11.511,87;850;-;-;0;850;0;538,25;4,39;0;1.077,67;4.562,71;3.703,07;-;10.736,08;22.247,95
2014;900062992;48,94;1.218,09;0;0;1.267,03;468,45;4.562,93;0;0;16,87;4.546,05;0;30,79;394,27;2,27;-;54,21;481,55;1.814,35;208,11;4.891,06;0;0;0;6.913,53;0;0;0;0;13.676,60;25,72;-;-;0;4.953,22;-;-;0;0;-;-;-;-;0;0;0;0;4.978,94;18.655,54;697,21;1.773,30;0;28,62;441,58;2,35;0,19;34,74;-;2,64;0;510,12;1.049,31;1,8;172;0;0;0;0;0;4.203,74;7.854,26;0;0;0;0;0;0;197,66;0;8.051,92;12.255,66;850;-;-;0;850;0;435,35;4,39;0;1.028,96;4.081,18;0;-;6.399,88;18.655,54
2013;900062992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2012;900062992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2011;900062992;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
