BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;educacion;800002143.00;0.41;488.79;0.00;0.00;489.20;4381.18;420.62;0.00;0.00;8.41;412.21;0.00;22.64;0.00;0.00;0.00;581.35;603.99;0.00;0.00;0.00;0.00;0.00;31.87;31.87;0.00;0.00;0.00;0.00;5918.44;9270.83;0.00;0.00;0.00;21758.18;0.00;170.16;170.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31199.16;37117.61;0.00;305.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6067.82;6067.82;574.57;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6947.82;0.00;0.00;0.00;0.00;0.00;0.00;2404.46;0.00;0.00;2404.46;9352.27;2000.00;0.00;0.00;0.00;2000.00;444.46;1000.00;43.79;0.00;0.00;24277.09;0.00;0.00;27765.33;37117.61
2019.00;educacion;800002143.00;0.00;2791.16;0.00;0.00;2791.16;0.00;723.94;0.00;0.00;0.00;723.94;0.00;0.00;0.00;0.00;0.00;31.75;31.75;0.00;0.00;0.00;0.00;0.00;32.70;32.70;0.00;0.00;0.00;0.00;3579.54;9489.30;0.00;0.00;0.00;22313.29;0.00;112.67;112.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;31915.26;35494.81;37.92;7339.72;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7377.63;0.00;0.00;0.00;0.00;0.00;0.00;2352.22;0.00;0.00;2352.22;9729.86;2000.00;0.00;0.00;0.00;2000.00;444.46;1000.00;43.79;0.00;0.00;22276.70;0.00;0.00;25764.95;35494.81
2018.00;educacion;800002143.00;0.00;4645.29;0.00;0.00;4645.29;0.00;731.59;0.00;0.00;0.00;731.59;0.00;0.00;0.00;0.00;0.00;27.72;27.72;0.00;0.00;0.00;0.00;0.00;33.38;33.38;0.00;0.00;0.00;0.00;5437.98;9348.11;0.00;0.00;0.00;20645.93;0.00;90.47;90.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;30084.52;35522.50;1416.67;6230.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7647.10;2597.22;0.00;0.00;0.00;0.00;0.00;2185.12;0.00;0.00;4782.34;12429.45;2000.00;0.00;0.00;0.00;2000.00;444.46;1000.00;43.79;0.00;0.00;19604.81;0.00;0.00;23093.06;35522.50
2017.00;educacion;800002143.00;1.10;411.85;0.00;0.00;412.95;3061.88;642.40;0.00;0.00;0.00;642.40;0.00;0.00;0.00;0.00;0.00;20.42;20.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4137.64;1028.72;0.00;7959.72;7959.72;20139.50;0.00;59.51;59.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29187.46;33325.10;1416.67;928.72;3349.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3349.73;492.23;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6187.35;4013.89;0.00;0.00;0.00;0.00;0.00;2037.29;0.00;0.00;6051.18;12238.52;2000.00;0.00;0.00;0.00;2000.00;43.79;1000.00;0.00;0.00;0.00;18042.78;0.00;0.00;21086.57;33325.10
2016.00;educacion;800002143.00;0.00;5065.74;0.00;0.00;5065.74;0.00;646.15;0.00;0.00;0.00;646.15;0.00;0.00;0.00;0.00;0.00;8.93;8.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5720.82;0.00;0.00;8465.09;8465.09;20385.78;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28850.87;34571.69;1416.67;1802.58;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2974.19;2974.19;701.62;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6895.07;5430.56;0.00;0.00;0.00;0.00;0.00;1961.56;0.00;0.00;7392.11;14287.18;2000.00;0.00;0.00;0.00;2000.00;0.00;957.33;0.00;0.00;0.00;17327.18;0.00;0.00;20284.51;34571.69
2015.00;educacion;800002143.00;1.00;592.65;0.00;0.00;593.65;4504.47;465.84;0.00;0.00;0.00;465.84;0.00;34.90;652.57;19.76;0.00;62.18;769.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.24;0.00;0.00;8.24;6341.60;0.00;0.00;0.00;9101.40;6261.42;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12427.62;12427.62;27790.44;34132.04;1416.67;160.48;196.45;90.87;0.00;0.00;4.82;1.45;0.00;0.82;280.00;574.42;898.66;298.96;0.00;1731.55;48.59;407.82;456.40;0.00;5537.14;6847.22;0.00;0.00;0.00;0.00;0.00;0.00;83.05;0.00;6930.27;12467.41;2000.00;0.00;0.00;0.00;2000.00;0.00;801.83;0.00;0.00;1555.03;4880.17;12427.62;0.00;21664.64;34132.04
2014.00;educacion;800002143.00;1.00;647.87;0.00;0.00;648.87;2641.28;428.96;0.00;0.00;0.00;428.96;0.00;11.53;519.67;29.26;0.00;8.91;569.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.06;0.00;0.00;10.06;4298.54;0.00;0.00;0.00;10070.22;6752.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12067.35;12067.35;28890.32;33188.85;236.11;37.82;157.21;98.74;0.00;0.00;5.55;94.21;0.00;0.00;580.00;935.70;909.30;254.63;0.00;1634.59;118.69;204.52;323.21;0.00;4331.35;8263.89;0.00;0.00;0.00;0.00;0.00;0.00;144.27;0.00;8408.16;12739.51;2000.00;0.00;0.00;0.00;2000.00;0.00;653.72;0.00;0.00;1481.02;4247.24;12067.35;0.00;20449.34;33188.85
2013.00;educacion;800002143.00;1.00;464.92;0.00;0.00;465.92;4678.00;453.97;0.00;0.00;0.00;453.97;25.95;0.00;409.19;36.64;0.00;831.36;1303.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.17;0.00;0.00;7.17;6908.20;0.00;0.00;0.00;0.00;4207.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9369.05;9369.05;13576.89;20485.09;0.00;48.31;418.70;63.62;0.00;0.00;6.99;33.40;0.00;50.04;0.00;572.75;696.89;223.57;0.00;1474.93;130.73;168.20;298.93;0.00;3315.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;319.70;0.00;319.70;3635.07;2000.00;0.00;0.00;0.00;2000.00;0.00;530.95;0.00;0.00;1227.77;3722.26;9369.05;0.00;16850.02;20485.09
2012.00;educacion;800002143.00;3.66;675.08;0.00;0.00;678.74;3027.62;406.37;0.00;0.00;0.00;406.37;109.39;1.00;359.12;63.30;0.00;53.62;586.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.70;0.00;0.00;8.70;4707.86;0.00;0.00;0.00;0.00;4965.99;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8696.22;8696.22;13662.21;18370.07;0.00;52.98;255.26;111.17;0.00;0.00;12.13;0.49;0.00;0.00;0.00;379.04;526.86;219.81;0.00;1420.00;153.21;204.18;357.40;0.00;2956.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;464.56;0.00;464.56;3420.65;2000.00;0.00;0.00;0.00;2000.00;0.00;435.78;0.00;0.00;951.62;2865.80;8696.22;0.00;14949.42;18370.07
2011.00;educacion;800002143.00;1.00;516.23;0.00;0.00;517.23;1103.80;410.12;0.00;0.00;0.00;410.12;360.18;7.00;254.48;26.37;0.00;34.25;682.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2713.42;0.00;0.00;0.00;0.00;5798.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7731.72;7731.72;13530.10;16243.52;0.00;37.77;55.02;51.57;0.00;0.00;3.64;0.00;0.00;0.00;0.00;110.23;590.91;197.02;0.00;1434.62;153.90;104.86;258.76;0.00;2629.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;580.90;0.00;580.90;3210.21;2000.00;0.00;0.00;0.00;2000.00;0.00;332.79;0.00;0.00;1029.95;1938.85;7731.72;0.00;13033.31;16243.52
