BALANCE GENERAL;SECTOR;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020;educacion;800071491;3.5;4048.91;0;0;4052.41;14424.75;609.27;0;0;252.54;356.73;0;0;0;0;0;527.73;527.73;0;0;0;0;0;0;0;0;0;0;0;19361.63;708.11;0;0;0;7556.32;0;0;0;20.01;0;0;0;41.53;41.53;0;0;0;8325.98;27687.6;1550.41;2260.63;2575.07;0;0;0;0;0;0;0;0;2575.07;458.46;93.41;0;0;0;0;0;0;6937.97;6487.6;0;0;0;0;0;6885.32;3900;0;17272.92;24210.9;100;0;0;0;100;0;92.22;0;0;0;3284.49;0;0;3476.71;27687.6
2019;educacion;800071491;0;13447.21;0;0;13447.21;0;1173.24;0;0;0;1173.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14620.44;672.46;0;0;0;8936.1;0;0;0;19.5;0;0;41.53;0;41.53;0;0;0;9669.59;24290.04;1386.16;3602.96;0;0;0;0;0;69.79;0;0;0;69.79;688.61;0;0;0;0;0;0;0;5747.52;5437.31;0;0;0;0;0;6639.51;3900;0;15976.82;21724.34;100;0;0;0;100;0;92.22;0;0;0;2373.47;0;0;2565.69;24290.04
2018;educacion;800071491;0;9481.97;0;0;9481.97;0;1215.76;0;0;0;1215.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10697.73;12.27;0;0;0;9036.03;0;0;0;17.31;0;0;41.53;0;41.53;0;0;0;9107.14;19804.87;642.1;3596.74;0;0;0;0;0;58.19;0;0;0;58.19;572.35;0;0;0;0;0;0;0;4869.37;6043.18;0;0;0;0;0;5810.54;1800;0;13653.72;18523.09;100;0;0;0;100;0;92.22;0;0;0;1089.55;0;0;1281.78;19804.87
2017;educacion;800071491;3.5;875.22;0;0;878.72;3814.67;1011.08;0;0;0;1011.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5704.48;12.11;0;0;0;9439.17;0;0;0;0;0;0;41.53;0;41.53;0;0;0;9492.8;15197.28;807.31;1840.01;99.48;0;0;0;0;54.38;0;0;0;153.86;418.97;0;0;0;0;0;0;0;3220.14;6847.82;0;0;0;0;0;0;3511.01;0;10358.83;13578.97;100;0;0;0;100;0;92.22;0;0;0;1426.09;0;0;1618.31;15197.28
2016;educacion;800071491;0;2395.15;0;0;2395.15;0;3381.26;0;0;0;3381.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5776.41;53.51;0;0;0;9655.4;0;0;0;0;0;0;0;0;0;0;0;0;9708.92;15485.33;2714.12;1711.21;0;0;0;0;0;42.15;0;0;275.48;317.62;310.47;0;0;0;0;0;0;0;5053.42;6354.57;0;0;0;0;0;0;3317.74;0;9672.3;14725.73;100;0;0;0;100;0;92.22;0;0;0;567.38;0;0;759.6;15485.33
2015;educacion;800071491;1;67.89;306.4;0;375.29;2907.98;276.07;0;0;59.71;216.36;0;191.06;368.63;149.96;0;0;709.64;0;0;0;0;0;0;0;0;0;0;0;4209.27;24.96;0;0;0;3862.36;0;0;194.22;0;0;0;0;0;41.98;57.79;0;57.79;4181.3;8390.57;827.62;0;1133.39;34.84;410.94;0;1.04;19.54;0;0;0;1599.74;207.89;111.09;0;0;0;0;0;0;2746.34;1823.37;0;0;0;0;0;2364.23;85.39;0;4272.98;7019.33;100;0;0;0;100;0;880.25;3.39;0;303.89;25.93;57.79;0;1371.24;8390.57
2014;educacion;800071491;0;46.15;193.91;0;240.07;1811.87;209.88;0;0;20.74;189.14;0;549.92;256.88;124.22;0;0;931.02;0;0;0;0;0;0;0;0;0;0;0;3172.1;26.95;0;0;0;3865.97;0;0;266.09;0;0;0;0;0;41.98;57.79;0;57.79;4258.78;7430.88;277.04;0;465.57;20.54;744.88;0;1.22;10.76;0;0;0;1242.96;195.21;63.61;0;0;0;0;0;0;1778.82;2092.01;0;0;0;0;0;2048.42;444.29;0;4584.72;6363.53;100;0;0;0;100;0;591.27;3.39;0;288.97;25.93;57.79;0;1067.35;7430.88
2013;educacion;800071491;0;32.92;141.26;0;174.18;1072.65;190.08;0;0;20.74;169.34;0;861.28;162.3;89.28;0;0;1112.87;0;0;0;0;0;0;0;1.87;0;0;1.87;2530.91;18.07;0;0;0;3216;0;0;0;0;0;0;0;0;35.73;57.79;0;57.79;3327.59;5858.5;763.95;0;1952.64;29.81;514.91;0;1.42;34.78;0;0;0;2533.56;156.28;20.67;0;1600.02;0;5.65;5.65;0;5080.12;0;0;0;0;0;0;0;0;0;0;5080.12;100;0;0;0;100;0;363.01;3.39;0;228.26;25.93;57.79;0;778.38;5858.5
2012;educacion;800071491;0;14.11;110.21;0;124.31;1534.43;139.31;0;0;20.74;118.57;0;311.6;111.95;214.39;0;0;637.94;0;0;0;0;0;0;0;1.18;9.28;0;10.46;2425.7;18.07;0;0;0;2092.24;0;0;0;0;0;0;0;0;35.73;57.79;0;57.79;2203.83;4629.54;929.71;0;1340.4;10.63;467.4;0;1.12;31.88;0;0;0;1851.43;106.7;15;0;1176.58;0;0;0;0;4079.42;0;0;0;0;0;0;0;0;0;0;4079.42;100;0;0;0;100;0;209.08;3.39;0;153.93;25.93;57.79;0;550.11;4629.54
2011;educacion;800071491;0;10.76;84.56;0;95.32;1449.16;125.2;5.48;0;20.74;109.94;0;193.53;92.18;289.5;0;0;575.21;0;0;0;0;0;0;0;1.73;0;0;1.73;2231.37;18.07;0;0;0;1708.29;0;0;0;0;0;0;0;0;35.73;0;0;0;1762.1;3993.47;994.77;0;1452.09;12.15;296.56;0;4.57;27.32;0;0;0;1792.69;70.98;6.71;0;789.93;0;0;0;0;3655.07;0;0;0;0;0;0;0;0;0;0;3655.07;0;0;0;100;100;0;109.31;3.39;0;99.76;25.93;0;0;338.4;3993.47
