BALANCE GENERAL;sector;NIT;Caja;Bancos;Cuentas De Ahorro;Fondos;SUBTOTAL DISPONIBLE;INVERSIONES CP;Clientes;Cuentas Corrientes Comerciales;Deudas De Difícil Cobro;Provisiones (db);TOTAL DEUDORES COMERCIALES;Cuentas Por Cobrar A Socios y Accionistas;Anticipos y Avances;Anticipo De Imptos. y Contrib.O Saldos A Favor;Cuentas Por Cobrar a Trabajadores;Activos Biológicos CP;Deudores Varios / Otros Activos No Financieros;TOTAL OTROS DEUDORES;Materias Primas;Productos En Proceso;Productos Terminados;M/Cías No Fabricadas Por La Emp;Materiales, Repuestos y Accesorios;Otros Inventarios y Provisiones;SUBTOTAL INVENTARIOS;Gastos Pagados Por Anticipado;Cargos Diferidos;Amortización Acumulada y Otros;SUBTOTAL DIFERIDO;TOTAL ACTIVO CORRIENTE;Inversiones LP;Activos biológicos no corrientes;CxC comerciales y otras CxC no corrientes;Subtotal Deudores A Largo Plazo;Propiedades Planta Y Equipo;Plusvalía;Activos intangibles distintos de la plusvalía;Subtotal Intangibles;Subtotal Diferidos;Inventarios no corrientes;Activos por impuestos corrientes, no corriente;Otros activos no financieros no corrientes;Activos LP pignorados como garantía para Vender;Subtotal Otros Activos;De Inversiones Y Otros;De Propiedades Planta Y Equipo;Subtotal Valorizaciones;TOTAL ACTIVO NO CORRIENTE;TOTAL ACTIVO;Obligaciones Financieras;Proveedores CP;Costos y Gastos Por Pagar;Retención En La Fuente;Deudas Con Accionistas O Socios;Impuesto A Las Ventas Retenido;Impuesto De Industria y Comercio Retenido;Provisiones, Retenciones y Aportes de Nómina;Otras provisiones corrientes;Acreedores;Otras Cuenta Por Pagar;SUBTOTAL CUENTAS POR PAGAR;IMPUESTOS GRAVAMENES Y TASAS;OBLIGACIONES LABORALES;SUBTOTAL PASIVOS ESTIMAD. Y PROVIS.;DIFERIDOS;Anticipos y Avances Recibidos;Otros;SUBTOTAL OTROS PASIVOS;SUBTOTAL BONOS Y PAPELES COMERCIA.;TOTAL PASIVO CORRIENTE;Obligaciones Financieras;Proveedores LP;Subtotal Cuentas Por Pagar;Impuestos Gravámenes y Tasas;Obligaciones Laborales;Subtotal Pasivos Estimad. y Provis.;Subtotal Diferidos;Subtotal Otros Pasivos;Subtotal Bonos y Papeles Comercia.;TOTAL PASIVO NO CORRIENTE;TOTAL PASIVO;Capital Suscrito y Pagado;Prima de emisión;Acciones propias en cartera;Aportes Sociales y Otros;SUBTOTAL CAPITAL SOCIAL;SUBTOTAL SUPERAVIT DE CAPITAL;RESERVAS;REVALORIZACION DEL PATRIMONIO;DIVIDEN. O PARTC. DECRET. EN ACC.O CUOTAS;RESULTADOS DEL EJERCICIO;RESULTADOS DE EJERCICIOS ANTERIORES;SUPERAVIT POR VALORIZACIONES;INVERSIÓN SUPLEMENTARIA AL CAPITAL Y AJUSTES AÑOS ANTERIORES;TOTAL PATRIMONIO;TOTAL PASIVO Y PATRIMONIO
2020.00;educacion;830031497.00;91.79;727.63;0.00;0.00;819.42;1884.82;2285.52;0.00;0.00;191.52;2094.00;0.00;12.14;0.00;0.00;0.00;7906.67;7918.81;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12717.05;0.00;0.00;0.00;0.00;1615.73;0.00;0.00;0.00;301.93;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1917.66;14634.72;0.00;167.07;5120.96;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5120.96;124.19;638.16;0.00;0.00;0.00;4746.27;4746.27;0.00;10796.64;0.00;0.00;0.00;0.00;0.00;0.00;401.76;0.00;0.00;401.76;11198.40;50.00;0.00;0.00;0.00;50.00;0.00;25.00;0.00;0.00;0.00;3361.31;0.00;0.00;3436.31;14634.72
2019.00;educacion;830031497.00;0.00;3892.89;0.00;0.00;3892.89;38.70;7054.13;0.00;0.00;0.00;7054.13;0.00;0.00;19.04;0.00;0.00;74.28;93.32;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11079.04;0.00;0.00;0.00;0.00;1430.18;0.00;0.00;0.00;282.94;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1713.12;12792.16;0.00;5340.93;0.00;0.00;0.00;0.00;0.00;575.08;0.00;0.00;3363.64;3938.72;122.84;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9402.48;0.00;0.00;0.00;0.00;0.00;0.00;446.55;0.00;0.00;446.55;9849.03;50.00;0.00;0.00;0.00;50.00;0.00;25.00;0.00;0.00;0.00;2868.13;0.00;0.00;2943.13;12792.16
2018.00;educacion;830031497.00;0.00;3177.62;0.00;0.00;3177.62;34.19;7374.63;0.00;0.00;0.00;7374.63;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10586.43;0.00;0.00;0.00;0.00;1550.52;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1550.52;12136.95;0.00;5619.23;0.00;0.00;0.00;0.00;0.00;764.70;0.00;0.00;2939.94;3704.65;168.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9491.90;0.00;0.00;0.00;0.00;0.00;0.00;240.60;0.00;0.00;240.60;9732.50;50.00;0.00;0.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;2354.45;0.00;0.00;2404.45;12136.95
2017.00;educacion;830031497.00;99.09;1015.06;0.00;0.00;1114.15;608.24;6626.06;0.00;0.00;0.00;6626.06;0.00;34.19;10.35;0.00;0.00;0.00;44.54;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8392.99;660.00;0.00;0.00;0.00;1438.51;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2098.51;10491.51;0.00;3602.98;3865.23;0.00;0.00;0.00;0.00;575.19;0.00;0.00;0.00;4440.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8043.39;0.00;0.00;0.00;0.00;0.00;0.00;303.02;0.00;0.00;303.02;8346.41;50.00;0.00;0.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;2095.10;0.00;0.00;2145.10;10491.51
2016.00;educacion;830031497.00;0.00;2094.90;0.00;0.00;2094.90;32.20;3306.95;0.00;0.00;0.00;3306.95;0.00;0.00;231.06;0.00;0.00;0.00;231.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5665.10;660.00;0.00;0.00;0.00;1167.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1827.38;7492.48;0.00;3194.52;0.00;0.00;0.00;0.00;0.00;453.60;0.00;0.00;2174.00;2627.59;141.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5963.88;0.00;0.00;0.00;0.00;0.00;0.00;241.42;0.00;0.00;241.42;6205.30;50.00;0.00;0.00;0.00;50.00;0.00;0.00;0.00;0.00;0.00;1237.19;0.00;0.00;1287.19;7492.48
2015.00;educacion;830031497.00;310.54;0.16;153.66;0.00;464.37;0.00;487.41;889.85;0.00;0.00;1377.26;6908.07;93.95;368.71;127.71;0.00;622.70;8121.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9962.76;0.00;0.00;0.00;0.00;769.28;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1760.82;471.77;2232.59;3001.87;12964.63;93.14;1108.30;1049.58;236.81;0.00;0.00;1.87;35.82;0.00;7001.26;0.00;8325.33;31.37;403.36;0.00;0.00;0.00;26.24;26.24;0.00;9987.73;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1798.66;0.00;1798.66;11786.39;50.00;0.00;0.00;0.00;50.00;1200.00;10.10;71.93;0.00;670.59;1151.82;471.30;0.00;1178.24;12964.63
2014.00;educacion;830031497.00;51.57;6.01;0.00;0.00;57.58;0.00;476.87;755.22;0.00;0.00;1232.08;2331.09;137.64;229.92;91.98;0.00;4371.53;7162.16;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8451.82;441.84;0.00;0.00;0.00;708.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.47;476.80;476.34;1626.20;10078.02;558.37;1624.62;410.54;185.77;0.00;0.00;2.93;18.02;0.00;4702.12;0.00;5319.36;25.79;315.14;0.00;0.00;0.00;0.00;0.00;0.00;7843.29;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1722.05;0.00;1722.05;9565.33;50.00;0.00;0.00;0.00;50.00;1200.00;10.10;71.93;0.00;266.95;1418.76;476.34;0.00;512.69;10078.02
2013.00;educacion;830031497.00;163.36;4.78;17.23;0.00;185.38;0.00;720.68;2452.78;0.00;0.00;3173.46;1793.84;80.21;99.49;91.92;0.00;4804.38;6869.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10228.67;928.05;0.00;0.00;0.00;623.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;476.80;476.21;2028.16;12256.84;125.46;678.85;1297.78;0.00;0.00;0.00;0.00;28.46;0.00;7746.69;178.13;9251.06;26.70;327.25;0.00;0.00;0.00;0.00;0.00;0.00;10409.31;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1601.92;0.00;1601.92;12011.23;50.00;0.00;0.00;0.00;50.00;1200.00;10.10;71.93;0.00;109.66;1528.42;476.20;0.00;245.61;12256.84
2012.00;educacion;830031497.00;294.22;3.39;80.13;0.00;377.74;642.14;560.26;1593.40;0.00;0.00;2153.65;1269.98;90.85;35.80;85.02;0.00;5191.25;6672.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9846.43;0.00;0.00;0.00;0.00;599.47;0.00;0.00;245.52;0.00;0.00;0.00;0.00;0.00;0.00;2.17;476.80;478.97;1323.97;11170.40;44.94;1379.78;201.40;105.57;0.00;0.00;5.93;62.87;0.00;6981.94;0.00;7357.70;24.39;275.40;0.00;0.00;0.00;0.00;0.00;0.00;9082.21;0.00;0.00;0.00;0.00;0.00;0.00;1950.55;0.00;0.00;1950.55;11032.76;50.00;0.00;0.00;0.00;50.00;1200.00;10.10;71.93;0.00;85.10;1614.95;479.31;0.00;137.63;11170.40
2011.00;educacion;830031497.00;147.85;97.54;84.20;0.00;329.60;878.77;864.89;1262.31;0.00;0.00;2127.19;1074.96;3657.32;24.40;98.07;0.00;0.38;4855.13;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8190.69;0.00;0.00;0.00;0.00;647.93;0.00;0.00;245.52;0.00;0.00;0.00;0.00;0.00;0.00;1.07;478.23;479.30;1372.74;9563.43;57.37;1841.22;4101.97;41.08;0.00;0.00;10.13;56.06;0.00;680.91;0.00;4890.14;21.50;538.01;0.00;0.00;0.56;0.00;0.56;0.00;7348.80;0.00;0.00;0.00;0.00;0.00;0.00;2162.11;0.00;0.00;2162.11;9510.92;50.00;0.00;0.00;0.00;50.00;1200.00;10.10;71.93;0.00;23.92;1589.98;478.25;0.00;52.52;9563.43
